n	status	R2	AICc	nFeatures	features	b0_std	b0_raw	apparentTempC_std	apparentTempC_raw	apparentMinusTemp_std	apparentMinusTemp_raw	tempMinusWetBulb_std	tempMinusWetBulb_raw	wetBulbMinusDewPoint_std	wetBulbMinusDewPoint_raw	humidity_std	humidity_raw	stationPressurePa_std	stationPressurePa_raw	windSpeedKPH_std	windSpeedKPH_raw	precipProbability_std	precipProbability_raw	precipitationMM_std	precipitationMM_raw	cloudCover_std	cloudCover_raw	cloudCoverLow_std	cloudCoverLow_raw	cloudCoverMedium_std	cloudCoverMedium_raw	cloudCoverHigh_std	cloudCoverHigh_raw	uvIndex_std	uvIndex_raw	isDaylight_std	isDaylight_raw	activity_std	activity_raw	dress_std	dress_raw	sun_std	sun_raw	m	h_lower	h_upper	h_min	h_mean	h_max	n_inRange	n_blended	n_extrapolated
20	MODEL	0.9870	28.9976	2	apparentTempC,windSpeedKPH	9.1049	0.2588	15.3823	1.9283											-1.7112	-0.2643																							3	0.3000	0.4500	0.0570	0.1500	0.3676	19	1	0
21	MODEL	0.9891	28.9853	2	apparentTempC,windSpeedKPH	7.6408	0.2803	15.9739	1.9310											-2.0876	-0.2698																							3	0.2857	0.4286	0.0498	0.1429	0.4405	19	1	1
22	MODEL	0.9966	30.1067	3	apparentTempC,cloudCover,windSpeedKPH	12.4101	0.3499	18.7368	1.9449											-2.1341	-0.2651					-12.8951	-0.6089																	4	0.3636	0.5455	0.0500	0.1818	0.9998	20	1	1
23	MODEL	0.9967	30.2582	3	apparentTempC,cloudCover,windSpeedKPH	11.2626	0.4015	18.8924	1.9378											-2.0757	-0.2620					-12.6291	-0.6099																	4	0.3478	0.5217	0.0469	0.1739	0.9998	21	1	1
24	MODEL	0.9962	33.0435	3	apparentTempC,cloudCover,windSpeedKPH	11.0663	0.2626	18.4548	1.9355											-2.0105	-0.2591					-12.4005	-0.6115																	4	0.3333	0.5000	0.0449	0.1667	0.9997	21	2	1
25	MODEL	0.9953	38.4917	3	apparentTempC,cloudCover,windSpeedKPH	10.9579	0.0665	18.1113	1.9399											-1.7715	-0.2243					-12.0072	-0.6044																	4	0.3200	0.4800	0.0425	0.1600	0.9997	23	1	1
26	MODEL	0.9947	42.2654	3	apparentTempC,cloudCover,windSpeedKPH	10.2097	-0.2094	18.0736	1.9538											-1.6866	-0.2175					-11.7256	-0.6017																	4	0.3077	0.4615	0.0412	0.1538	0.9996	23	2	1
27	MODEL	0.9944	44.5002	3	apparentTempC,cloudCover,windSpeedKPH	10.9238	-0.1486	18.1436	1.9308											-1.6965	-0.2231					-11.6541	-0.6094																	4	0.2963	0.4444	0.0393	0.1481	0.9996	25	1	1
28	MODEL	0.9944	44.7118	3	apparentTempC,cloudCover,windSpeedKPH	10.4931	-0.1862	17.9597	1.9318											-1.7058	-0.2209					-11.4344	-0.6089																	4	0.2857	0.4286	0.0384	0.1429	0.9996	26	1	1
29	MODEL	0.9944	44.8818	3	apparentTempC,cloudCover,windSpeedKPH	10.8398	-0.1955	17.7488	1.9312											-1.6846	-0.2204					-11.2370	-0.6091																	4	0.2759	0.4138	0.0374	0.1379	0.9996	27	1	1
30	MODEL	0.9945	45.2199	3	apparentTempC,cloudCover,windSpeedKPH	11.4834	-0.1712	17.8926	1.9254											-1.6772	-0.2227					-11.0866	-0.6111																	4	0.2667	0.4000	0.0361	0.1333	0.9996	28	1	1
31	MODEL	0.9947	46.3889	3	apparentTempC,cloudCover,windSpeedKPH	12.7176	-0.2795	19.1419	1.9436											-1.6095	-0.2161					-10.8036	-0.6053																	4	0.2581	0.3871	0.0352	0.1290	0.9996	29	1	1
32	MODEL	0.9960	49.6186	3	apparentTempC,cloudCover,windSpeedKPH	15.6372	-0.6101	20.0156	1.9460											-1.3936	-0.1847					-14.1613	-0.5795																	4	0.2500	0.3750	0.0350	0.1250	0.5737	29	1	2
33	MODEL	0.9959	50.7106	3	apparentTempC,cloudCover,windSpeedKPH	15.2416	-0.7281	19.7826	1.9482											-1.3453	-0.1799					-13.9503	-0.5794																	4	0.2424	0.3636	0.0341	0.1212	0.5727	30	1	2
34	MODEL	0.9958	51.2987	3	apparentTempC,cloudCover,windSpeedKPH	15.0017	-0.7666	19.4939	1.9485											-1.3250	-0.1800					-13.7557	-0.5797																	4	0.2353	0.3529	0.0312	0.1176	0.5727	31	1	2
35	MODEL	0.9950	58.6745	3	apparentTempC,cloudCover,windSpeedKPH	15.6724	-0.5034	19.7267	1.9721											-1.5369	-0.2067					-13.4175	-0.5734																	4	0.2286	0.3429	0.0305	0.1143	0.5701	32	1	2
36	MODEL	0.9949	59.9343	3	apparentTempC,cloudCover,windSpeedKPH	16.0252	-0.4911	19.6389	1.9781											-1.5111	-0.2062					-13.1918	-0.5716																	4	0.2222	0.3333	0.0298	0.1111	0.5700	33	1	2
37	MODEL	0.9949	60.4360	3	apparentTempC,cloudCover,windSpeedKPH	15.7719	-0.4275	19.4120	1.9770											-1.5513	-0.2099					-13.0186	-0.5717																	4	0.2162	0.3243	0.0290	0.1081	0.5669	34	1	2
38	MODEL	0.9949	60.8962	3	apparentTempC,cloudCover,windSpeedKPH	15.4785	-0.4815	19.2124	1.9779											-1.5383	-0.2067					-12.8517	-0.5716																	4	0.2105	0.3158	0.0283	0.1053	0.5639	35	1	2
39	MODEL	0.9948	61.6485	3	apparentTempC,cloudCover,windSpeedKPH	15.5227	-0.4878	18.9856	1.9794											-1.5030	-0.2032					-12.6726	-0.5709																	4	0.2051	0.3077	0.0276	0.1026	0.5627	36	1	2
40	MODEL	0.9949	61.9718	3	apparentTempC,cloudCover,windSpeedKPH	15.1547	-0.4644	18.8675	1.9788											-1.5212	-0.2045					-12.5186	-0.5710																	4	0.2000	0.3000	0.0269	0.1000	0.5602	37	1	2
41	MODEL	0.9947	63.2444	3	apparentTempC,cloudCover,windSpeedKPH	15.1346	-0.4135	18.6362	1.9794											-1.5070	-0.2051					-12.3553	-0.5704																	4	0.1951	0.2927	0.0260	0.0976	0.5602	38	0	3
42	MODEL	0.9948	64.3909	3	apparentTempC,cloudCover,windSpeedKPH	15.9543	-0.4026	19.2214	1.9666											-1.4689	-0.2017					-12.2796	-0.5735																	4	0.1905	0.2857	0.0250	0.0952	0.5601	39	1	2
43	MODEL	0.9947	65.6194	3	apparentTempC,cloudCover,windSpeedKPH	15.7531	-0.3951	18.9974	1.9669											-1.5149	-0.2080					-12.1513	-0.5741																	4	0.1860	0.2791	0.0245	0.0930	0.5586	40	1	2
44	MODEL	0.9947	66.2493	3	apparentTempC,cloudCover,windSpeedKPH	15.5876	-0.4651	18.7999	1.9675											-1.4909	-0.2036					-12.0150	-0.5741																	4	0.1818	0.2727	0.0238	0.0909	0.5568	41	1	2
45	MODEL	0.9948	66.6589	3	apparentTempC,cloudCover,windSpeedKPH	15.0567	-0.4941	18.8564	1.9697											-1.4766	-0.2039					-11.8771	-0.5738																	4	0.1778	0.2667	0.0234	0.0889	0.5568	42	1	2
46	MODEL	0.9949	66.9756	3	apparentTempC,cloudCover,windSpeedKPH	14.4527	-0.4786	18.9920	1.9679											-1.4590	-0.2030					-11.7547	-0.5741																	4	0.1739	0.2609	0.0230	0.0870	0.5566	43	1	2
47	MODEL	0.9945	71.7409	3	apparentTempC,cloudCover,windSpeedKPH	13.9367	-0.3837	19.0008	1.9541											-1.3849	-0.1936					-11.6697	-0.5760																	4	0.1702	0.2553	0.0225	0.0851	0.5561	44	1	2
48	MODEL	0.9946	72.1523	3	apparentTempC,cloudCover,windSpeedKPH	13.3153	-0.3602	19.1970	1.9517											-1.3680	-0.1930					-11.5570	-0.5763																	4	0.1667	0.2500	0.0219	0.0833	0.5561	45	1	2
49	MODEL	0.9946	72.6909	3	apparentTempC,cloudCover,windSpeedKPH	13.0764	-0.3894	19.0409	1.9526											-1.3512	-0.1927					-11.4429	-0.5764																	4	0.1633	0.2449	0.0214	0.0816	0.5560	46	1	2
50	MODEL	0.9934	83.2385	3	apparentTempC,cloudCover,windSpeedKPH	12.6825	-0.4338	18.9410	1.9363											-1.1605	-0.1624					-11.3625	-0.5780																	4	0.1600	0.2400	0.0208	0.0800	0.5536	46	2	2
51	MODEL	0.9931	86.4263	3	apparentTempC,cloudCover,windSpeedKPH	12.4022	-0.4952	18.8061	1.9388											-1.1690	-0.1652					-11.2615	-0.5784																	4	0.1569	0.2353	0.0204	0.0784	0.5536	47	2	2
52	MODEL	0.9931	87.4993	3	apparentTempC,cloudCover,windSpeedKPH	12.1583	-0.3905	18.6893	1.9358											-1.2200	-0.1712					-11.1643	-0.5789																	4	0.1538	0.2308	0.0201	0.0769	0.5516	48	2	2
53	MODEL	0.9932	88.8540	3	apparentTempC,cloudCover,windSpeedKPH	12.8338	-0.3454	19.2347	1.9249											-1.2273	-0.1738					-11.1187	-0.5819																	4	0.1509	0.2264	0.0197	0.0755	0.5511	50	1	2
54	MODEL	0.9932	89.3643	3	apparentTempC,cloudCover,windSpeedKPH	12.6428	-0.3460	19.0744	1.9247											-1.2203	-0.1729					-11.0172	-0.5818																	4	0.1481	0.2222	0.0192	0.0741	0.5504	51	1	2
55	MODEL	0.9931	90.8299	3	apparentTempC,cloudCover,windSpeedKPH	12.3937	-0.2900	18.9578	1.9216											-1.2078	-0.1727					-10.9238	-0.5821																	4	0.1455	0.2182	0.0188	0.0727	0.5504	52	1	2
56	MODEL	0.9933	91.3042	3	apparentTempC,cloudCover,windSpeedKPH	11.9331	-0.2923	19.0048	1.9212											-1.2294	-0.1718					-10.8278	-0.5822																	4	0.1429	0.2143	0.0184	0.0714	0.5479	53	1	2
57	MODEL	0.9931	93.2951	3	apparentTempC,cloudCover,windSpeedKPH	12.1898	-0.1891	18.9376	1.9247											-1.2952	-0.1799					-10.7143	-0.5811																	4	0.1404	0.2105	0.0181	0.0702	0.5469	54	1	2
58	MODEL	0.9931	94.0777	3	apparentTempC,cloudCover,windSpeedKPH	11.9846	-0.1812	18.8055	1.9237											-1.2753	-0.1779					-10.6229	-0.5810																	4	0.1379	0.2069	0.0178	0.0690	0.5467	55	1	2
59	MODEL	0.9945	94.5580	3	apparentTempC,cloudCover,windSpeedKPH	13.6704	-0.1695	19.4133	1.9237											-1.2912	-0.1790					-12.8208	-0.5826																	4	0.1356	0.2034	0.0178	0.0678	0.4124	54	2	3
60	MODEL	0.9945	95.1609	3	apparentTempC,cloudCover,windSpeedKPH	13.8087	-0.1733	19.3157	1.9251											-1.2746	-0.1779					-12.7080	-0.5821																	4	0.1333	0.2000	0.0175	0.0667	0.4119	56	1	3
61	MODEL	0.9945	96.0012	3	apparentTempC,cloudCover,windSpeedKPH	13.5604	-0.1186	19.2187	1.9231											-1.2839	-0.1801					-12.6113	-0.5822																	4	0.1311	0.1967	0.0172	0.0656	0.4110	56	2	3
62	MODEL	0.9954	96.4891	3	apparentTempC,cloudCover,windSpeedKPH	15.0732	-0.1179	19.6588	1.9230											-1.2731	-0.1800					-14.3662	-0.5839																	4	0.1290	0.1935	0.0172	0.0645	0.3269	56	2	4
63	MODEL	0.9954	96.8982	3	apparentTempC,cloudCover,windSpeedKPH	15.0334	-0.1111	19.5000	1.9230											-1.2690	-0.1804					-14.2556	-0.5838																	4	0.1270	0.1905	0.0169	0.0635	0.3265	56	3	4
64	MODEL	0.9953	97.7219	3	apparentTempC,cloudCover,windSpeedKPH	14.9455	-0.1363	19.3417	1.9227											-1.2558	-0.1799					-14.1582	-0.5842																	4	0.1250	0.1875	0.0166	0.0625	0.3264	57	3	4
65	MODEL	0.9953	99.1580	3	apparentTempC,cloudCover,windSpeedKPH	14.8583	-0.0699	19.1919	1.9219											-1.2706	-0.1829					-14.0491	-0.5840																	4	0.1231	0.1846	0.0164	0.0615	0.3259	58	3	4
66	MODEL	0.9953	99.8445	3	apparentTempC,cloudCover,windSpeedKPH	15.3151	-0.0494	19.4647	1.9258											-1.2961	-0.1856					-13.9228	-0.5829																	4	0.1212	0.1818	0.0162	0.0606	0.3251	60	2	4
67	MODEL	0.9953	101.7259	3	apparentTempC,cloudCover,windSpeedKPH	14.9125	-0.0209	19.5008	1.9205											-1.2651	-0.1811					-13.8425	-0.5837																	4	0.1194	0.1791	0.0159	0.0597	0.3246	61	2	4
68	MODEL	0.9953	102.2348	3	apparentTempC,cloudCover,windSpeedKPH	14.5303	-0.0384	19.5449	1.9219											-1.2581	-0.1813					-13.7397	-0.5835																	4	0.1176	0.1765	0.0156	0.0588	0.3246	61	3	4
69	MODEL	0.9953	102.6990	3	apparentTempC,cloudCover,windSpeedKPH	14.7467	-0.0198	19.5098	1.9230											-1.2754	-0.1829					-13.6372	-0.5832																	4	0.1159	0.1739	0.0154	0.0580	0.3234	62	3	4
70	MODEL	0.9958	106.1199	3	apparentTempC,cloudCover,windSpeedKPH	16.1536	0.0336	20.1734	1.9196											-1.2957	-0.1870					-14.8432	-0.5760																	4	0.1143	0.1714	0.0154	0.0571	0.2646	62	3	5
71	MODEL	0.9958	108.3213	3	apparentTempC,cloudCover,windSpeedKPH	16.5691	0.0666	20.3835	1.9092											-1.2966	-0.1885					-14.8186	-0.5789																	4	0.1127	0.1690	0.0152	0.0563	0.2644	64	2	5
72	MODEL	0.9958	108.7803	3	apparentTempC,cloudCover,windSpeedKPH	16.3365	0.0589	20.2885	1.9095											-1.2904	-0.1888					-14.7225	-0.5789																	4	0.1111	0.1667	0.0150	0.0556	0.2644	65	2	5
73	MODEL	0.9958	109.4871	3	apparentTempC,cloudCover,windSpeedKPH	16.0044	0.1062	20.2891	1.9073											-1.2977	-0.1907					-14.6357	-0.5792																	4	0.1096	0.1644	0.0148	0.0548	0.2636	66	2	5
74	MODEL	0.9956	113.1441	3	apparentTempC,cloudCover,windSpeedKPH	15.8470	0.1736	20.1638	1.9045											-1.2877	-0.1905					-14.5449	-0.5793																	4	0.1081	0.1622	0.0145	0.0541	0.2636	67	2	5
75	MODEL	0.9956	114.2856	3	apparentTempC,cloudCover,windSpeedKPH	15.5913	0.2123	20.1006	1.9023											-1.2799	-0.1906					-14.4594	-0.5796																	4	0.1067	0.1600	0.0143	0.0533	0.2636	68	2	5
76	MODEL	0.9956	114.8973	3	apparentTempC,cloudCover,windSpeedKPH	15.3955	0.2054	20.0008	1.9027											-1.2808	-0.1916					-14.3692	-0.5796																	4	0.1053	0.1579	0.0141	0.0526	0.2634	68	3	5
77	MODEL	0.9955	118.1793	3	apparentTempC,cloudCover,windSpeedKPH	15.7747	0.2396	20.1785	1.8908											-1.2828	-0.1932					-14.3620	-0.5828																	4	0.1039	0.1558	0.0139	0.0519	0.2633	71	1	5
78	MODEL	0.9955	118.7656	3	apparentTempC,cloudCover,windSpeedKPH	15.5293	0.2616	20.1241	1.8897											-1.2778	-0.1936					-14.2771	-0.5830																	4	0.1026	0.1538	0.0137	0.0513	0.2632	71	2	5
79	MODEL	0.9955	119.5131	3	apparentTempC,cloudCover,windSpeedKPH	15.4517	0.2819	19.9976	1.8896											-1.2721	-0.1940					-14.1884	-0.5828																	4	0.1013	0.1519	0.0136	0.0506	0.2632	72	2	5
80	MODEL	0.9955	120.3586	3	apparentTempC,cloudCover,windSpeedKPH	15.8438	0.2810	20.2209	1.8855											-1.2624	-0.1933					-14.1306	-0.5839																	4	0.1000	0.1500	0.0134	0.0500	0.2632	74	1	5
81	MODEL	0.9954	123.0667	3	apparentTempC,cloudCover,windSpeedKPH	15.5055	0.3031	20.2429	1.8807											-1.2298	-0.1880					-14.0646	-0.5846																	4	0.0988	0.1481	0.0132	0.0494	0.2627	75	1	5
82	MODEL	0.9953	127.2096	3	apparentTempC,cloudCover,windSpeedKPH	15.8318	0.4282	20.3724	1.8680											-1.3033	-0.1991					-14.0645	-0.5880																	4	0.0976	0.1463	0.0130	0.0488	0.2608	76	1	5
83	MODEL	0.9952	128.2478	3	apparentTempC,cloudCover,windSpeedKPH	15.6485	0.3579	20.3077	1.8696											-1.2812	-0.1947					-13.9805	-0.5878																	4	0.0964	0.1446	0.0129	0.0482	0.2592	77	1	5
84	MODEL	0.9953	128.7332	3	apparentTempC,cloudCover,windSpeedKPH	15.3408	0.3644	20.3235	1.8689											-1.2736	-0.1943					-13.9028	-0.5879																	4	0.0952	0.1429	0.0127	0.0476	0.2591	78	1	5
85	MODEL	0.9951	132.4648	3	apparentTempC,cloudCover,windSpeedKPH	15.1911	0.5269	20.2187	1.8649											-1.3471	-0.2044					-13.8338	-0.5883																	4	0.0941	0.1412	0.0126	0.0471	0.2574	79	1	5
86	MODEL	0.9951	133.3479	3	apparentTempC,cloudCover,windSpeedKPH	14.8633	0.5347	20.2564	1.8629											-1.3336	-0.2022					-13.7634	-0.5886																	4	0.0930	0.1395	0.0124	0.0465	0.2569	80	1	5
87	MODEL	0.9956	133.9912	3	apparentTempC,cloudCover,windSpeedKPH	15.9295	0.5262	20.5346	1.8629											-1.3218	-0.2011					-14.9458	-0.5903																	4	0.0920	0.1379	0.0124	0.0460	0.2178	79	2	6
88	MODEL	0.9957	135.2411	3	apparentTempC,cloudCover,windSpeedKPH	16.3956	0.5472	20.9528	1.8681											-1.3496	-0.2044					-14.8315	-0.5888																	4	0.0909	0.1364	0.0123	0.0455	0.2175	80	2	6
89	MODEL	0.9956	135.8705	3	apparentTempC,cloudCover,windSpeedKPH	16.4695	0.5331	20.8553	1.8674											-1.3396	-0.2035					-14.7588	-0.5891																	4	0.0899	0.1348	0.0121	0.0449	0.2174	82	1	6
90	MODEL	0.9957	136.3233	3	apparentTempC,cloudCover,windSpeedKPH	16.2357	0.5398	20.8159	1.8671											-1.3322	-0.2036					-14.6819	-0.5891																	4	0.0889	0.1333	0.0120	0.0444	0.2173	81	3	6
91	MODEL	0.9957	136.7541	3	apparentTempC,cloudCover,windSpeedKPH	15.9375	0.5362	20.8357	1.8674											-1.3289	-0.2038					-14.6042	-0.5891																	4	0.0879	0.1319	0.0118	0.0440	0.2173	82	3	6
92	MODEL	0.9956	139.1348	3	apparentTempC,cloudCover,windSpeedKPH	15.8914	0.4426	20.7242	1.8677											-1.2918	-0.1972					-14.5346	-0.5893																	4	0.0870	0.1304	0.0117	0.0435	0.2163	83	3	6
93	MODEL	0.9956	139.5808	3	apparentTempC,cloudCover,windSpeedKPH	16.0620	0.4513	20.6950	1.8681											-1.3023	-0.1979					-14.4575	-0.5892																	4	0.0860	0.1290	0.0116	0.0430	0.2158	85	2	6
94	MODEL	0.9956	140.0140	3	apparentTempC,cloudCover,windSpeedKPH	16.2800	0.4566	20.7455	1.8674											-1.3019	-0.1985					-14.3906	-0.5894																	4	0.0851	0.1277	0.0115	0.0426	0.2152	87	1	6
95	MODEL	0.9957	140.4505	3	apparentTempC,cloudCover,windSpeedKPH	16.4963	0.4537	20.7709	1.8667											-1.2959	-0.1983					-14.3230	-0.5896																	4	0.0842	0.1263	0.0114	0.0421	0.2152	88	1	6
96	MODEL	0.9957	140.9133	3	apparentTempC,cloudCover,windSpeedKPH	16.3372	0.4428	20.6823	1.8668											-1.3060	-0.1963					-14.2515	-0.5895																	4	0.0833	0.1250	0.0112	0.0417	0.2132	89	1	6
97	MODEL	0.9957	141.8620	3	apparentTempC,cloudCover,windSpeedKPH	16.7171	0.4884	20.9981	1.8623											-1.3320	-0.2001					-14.2104	-0.5907																	4	0.0825	0.1237	0.0111	0.0412	0.2118	89	2	6
98	MODEL	0.9957	142.2291	3	apparentTempC,cloudCover,windSpeedKPH	16.4561	0.4873	21.0042	1.8624											-1.3261	-0.2001					-14.1410	-0.5907																	4	0.0816	0.1224	0.0110	0.0408	0.2118	90	2	6
99	MODEL	0.9958	142.6997	3	apparentTempC,cloudCover,windSpeedKPH	16.1666	0.4818	21.0377	1.8631											-1.3284	-0.2008					-14.0709	-0.5906																	4	0.0808	0.1212	0.0108	0.0404	0.2116	91	2	6
100	MODEL	0.9958	143.3233	3	apparentTempC,cloudCover,windSpeedKPH	15.9078	0.4937	21.0429	1.8620											-1.3197	-0.2001					-14.0067	-0.5907																	4	0.0800	0.1200	0.0107	0.0400	0.2116	92	2	6
