rating, appC, dryC, dewC, wetC, rh%, cldc, precmm, windkph
   4.32390,    2.70140,    3.88889,   -3.88889,    1.11111,   57.00000,    1.00000,    0.00000,   12.87200
  -0.17263,    1.49577,   -0.55556,   -6.66667,   -2.77778,   64.00000,    0.75000,    0.00000,   11.26300
   6.65435,    3.20761,    3.88889,   -5.55556,    0.55556,   50.00000,    0.00000,    0.00000,    0.00000
  -2.21621,   -0.46617,    2.22222,   -6.66667,   -1.11111,   52.00000,    0.00000,    0.00000,   12.87200
  36.82437,   20.22538,    7.77778,    3.88889,    6.11111,   77.00000,    0.00000,    0.00000,    4.82700
   8.76925,    5.03143,    8.33333,   -2.22222,    3.88889,   48.00000,    0.00000,    0.00000,   11.26300
 -11.66004,   -5.78708,   -2.22222,  -11.11111,   -5.00000,   51.00000,    0.00000,    0.00000,   16.09000
  46.81781,   25.92904,    0.00000,   -1.66667,   -0.55556,   88.00000,    0.20000,    0.12700,    4.82700
  20.54779,   11.38844,   11.66667,    2.77778,    7.77778,   55.00000,    0.00000,    0.00000,    4.82700
  -3.36781,   -1.54166,    3.33333,  -12.77778,   -1.66667,   30.00000,    0.00000,    0.00000,    8.04500
   1.71294,    3.41708,    0.00000,   -5.55556,   -1.66667,   66.00000,    1.00000,    0.00000,    9.65400
  -3.32697,   -1.79708,    2.22222,   -9.44444,   -1.66667,   42.00000,    0.00000,    0.00000,    9.65400
 112.56471,   29.78549,    0.55556,   -0.55556,    0.00000,   92.00000,  -99.00000,    1.77800,   22.52600
  -8.49543,   -1.31498,    2.77778,  -10.00000,   -1.66667,   39.00000,    1.00000,    0.00000,    8.04500
  53.18562,   31.03407,    0.55556,   -0.55556,    0.00000,   92.00000,    0.75000,    2.28600,   16.09000
  35.17852,   18.32165,    0.55556,   -2.22222,   -0.55556,   82.00000,    0.75000,    0.00000,    4.82700
   9.40280,    5.18187,    6.66667,   -2.22222,    3.33333,   53.00000,    0.50000,    0.00000,    8.04500
   0.28693,    1.27814,    2.77778,   -5.00000,    0.00000,   57.00000,    1.00000,    0.00000,   14.48100
  29.49286,   18.18201,    5.00000,    1.66667,    3.33333,   79.00000,    0.75000,    0.25400,   11.26300
  26.56341,   12.59260,   10.55556,    2.77778,    7.22222,   59.00000,    0.00000,    0.00000,    0.00000
   8.35414,    4.78404,    5.55556,   -1.11111,    2.77778,   62.00000,    0.00000,    0.00000,   20.91700
 113.22618,   31.97051,    0.55556,   -0.55556,    0.00000,   92.00000,  -99.00000,    3.55600,   11.26300
  -8.30298,   -2.60667,    1.11111,  -10.00000,   -2.22222,   44.00000,    0.00000,    0.00000,    9.65400
   0.71190,    2.04993,    3.88889,   -4.44444,    0.55556,   55.00000,    0.00000,    0.00000,   12.87200
  31.75879,   16.61972,   13.33333,    6.11111,   10.00000,   62.00000,    0.20000,    0.00000,    0.00000
  22.97478,   13.02839,   13.88889,    4.44444,    9.44444,   53.00000,    0.00000,    0.00000,    4.82700
  -1.05887,   -0.60889,    4.44444,  -11.11111,   -0.55556,   32.00000,    0.00000,    0.00000,    9.65400
 106.14533,   26.46405,    1.11111,   -1.11111,    0.00000,   87.00000,  -99.00000,    1.27000,    0.00000
  34.18310,   19.15198,   -0.55556,   -2.77778,   -1.11111,   85.00000,    0.50000,    1.01600,   14.48100
 -21.64005,   -7.20175,    1.66667,  -13.88889,   -2.77778,   31.00000,    0.00000,    0.00000,   28.96200
   2.57971,    3.02839,    3.88889,   -5.00000,    0.55556,   53.00000,    0.00000,    0.00000,    4.82700
  28.37100,   14.65666,    9.44444,    3.88889,    6.66667,   69.00000,    0.00000,    0.00000,    9.65400
 111.44786,   27.88850,   -0.55556,   -2.22222,   -1.11111,   89.00000,  -99.00000,    0.25400,    0.00000
   1.22714,    2.80523,    3.88889,   -2.77778,    1.11111,   62.00000,    1.00000,    0.12700,   22.52600
  38.47679,   17.45942,    5.00000,    1.11111,    3.33333,   76.00000,    0.50000,    0.12700,    0.00000
  29.46679,   15.23720,    2.77778,   -1.11111,    1.11111,   76.00000,    0.75000,    0.00000,    0.00000
   8.47127,    5.10266,    4.44444,   -3.88889,    1.11111,   55.00000,    0.00000,    0.00000,    0.00000
  17.36529,    9.86356,    8.88889,    1.66667,    5.55556,   61.00000,    0.00000,    0.00000,    9.65400
  15.83541,    8.08297,    3.33333,   -2.77778,    1.11111,   65.00000,    0.50000,    0.00000,    0.00000
  11.69432,    7.52515,    1.66667,   -3.88889,   -0.55556,   67.00000,    0.00000,    0.00000,    0.00000
 -13.39991,   -4.89772,    2.22222,  -11.11111,   -2.22222,   37.00000,    0.00000,    0.00000,   22.52600
  -9.79660,   -5.38153,   -1.66667,  -11.11111,   -4.44444,   49.00000,    0.00000,    0.00000,   14.48100
 -12.72898,   -5.14177,    0.00000,  -12.77778,   -3.88889,   38.00000,    0.00000,    0.00000,   12.87200
  14.33015,    7.32492,    7.22222,   -0.55556,    3.88889,   58.00000,    0.00000,    0.00000,    8.04500
   6.55335,    6.02032,    7.22222,   -1.66667,    3.33333,   54.00000,    1.00000,    0.00000,    8.04500
 107.35790,   26.32777,   -0.55556,   -2.22222,   -1.11111,   89.00000,  -99.00000,    0.76200,    8.04500
  -8.85750,   -3.76814,    1.66667,  -13.88889,   -2.77778,   31.00000,    0.00000,    0.00000,   11.26300
 -11.55402,   -2.56356,    2.77778,  -10.00000,   -1.66667,   39.00000,    0.00000,    0.00000,   14.48100
  -3.35504,   -1.67933,    0.00000,  -10.55556,   -3.33333,   45.00000,    0.00000,    0.00000,    0.00000
 -13.80026,   -4.89471,   -0.55556,  -10.00000,   -3.33333,   49.00000,    0.20000,    0.00000,   17.69900
   2.61061,   -0.52768,    2.22222,  -11.11111,   -2.22222,   37.00000,    1.00000,    0.00000,    0.00000
   1.61106,    2.52672,    2.77778,   -5.00000,    0.00000,   57.00000,    0.75000,    0.00000,    8.04500
  42.26273,   26.43371,    1.11111,   -0.55556,    0.55556,   89.00000,    1.00000,    1.01600,   16.09000
  -9.70884,   -4.64345,   -2.22222,  -10.55556,   -4.44444,   53.00000,    0.00000,    0.00000,   12.87200
   4.35515,    1.26923,    3.33333,   -5.55556,    0.00000,   52.00000,    0.00000,    0.00000,    9.65400
  -6.62288,   -4.58558,    2.22222,  -11.11111,   -2.22222,   37.00000,    0.00000,    0.00000,   20.91700
  19.28819,   10.47986,    6.66667,    0.55556,    3.88889,   65.00000,    0.00000,    0.00000,    4.82700
 107.62376,   27.05800,    1.11111,   -0.55556,    0.55556,   89.00000,  -99.00000,    0.76200,   12.87200
  49.56045,   26.95207,   -0.55556,   -2.22222,   -1.11111,   89.00000,    0.75000,    0.50800,    4.82700
  44.59107,   26.32777,   -0.55556,   -2.22222,   -1.11111,   89.00000,    1.00000,    0.12700,    8.04500
   7.08639,    5.51284,    8.88889,   -2.22222,    4.44444,   46.00000,    0.00000,    0.00000,    9.65400
 -12.99347,   -6.23300,   -1.11111,  -12.22222,   -4.44444,   43.00000,    0.00000,    0.00000,   16.09000
  -0.28091,   -0.75228,   -1.11111,   -9.44444,   -3.88889,   54.00000,    0.00000,    0.00000,    0.00000
  45.65214,   26.32777,   -0.55556,   -2.22222,   -1.11111,   89.00000,    1.00000,    0.12700,    8.04500
 -10.90571,   -4.56651,    1.11111,  -13.88889,   -3.33333,   32.00000,    0.00000,    0.00000,   12.87200
   2.52336,    2.98642,    4.44444,   -3.33333,    1.66667,   58.00000,    0.75000,    0.12700,   16.09000
 -13.98303,   -5.93709,   -2.22222,  -11.66667,   -5.00000,   49.00000,    0.00000,    0.00000,   14.48100
  30.14526,   17.87204,    1.66667,   -1.11111,    0.55556,   82.00000,    0.75000,    0.50800,   12.87200
  21.97112,   12.41106,    0.55556,   -2.77778,   -0.55556,   78.00000,    0.50000,    0.00000,   12.87200
  49.74570,   26.74586,    1.11111,   -0.55556,    0.55556,   89.00000,    0.75000,    0.50800,   14.48100
 -12.21002,   -4.89836,    0.55556,  -12.22222,   -3.33333,   38.00000,    0.00000,    0.00000,   14.48100
 -11.56001,   -6.23300,   -1.11111,  -12.22222,   -4.44444,   43.00000,    0.20000,    0.00000,   16.09000
   9.27510,    4.26213,    3.88889,   -3.88889,    1.11111,   57.00000,    0.00000,    0.00000,    4.82700
  -4.56937,   -1.87864,    1.11111,   -8.88889,   -2.22222,   48.00000,    0.00000,    0.00000,    9.65400
 -10.19714,   -4.56651,    1.11111,  -13.88889,   -3.33333,   32.00000,    0.00000,    0.00000,   12.87200
  -7.90989,   -4.15761,   -2.77778,  -11.66667,   -5.55556,   51.00000,    0.50000,    0.00000,    4.82700
 -11.49180,   -4.95560,   -2.22222,  -10.55556,   -4.44444,   53.00000,    0.00000,    0.00000,   14.48100
   0.61941,    0.97489,    0.00000,   -7.77778,   -2.77778,   56.00000,    0.00000,    0.00000,    0.00000
