rating, appC, dryC, dewC, wetC, rh%, cldc, precmm, windkph
  34.12653,   18.56910,   19.44444,   10.55556,   14.44444,   57.00000,    0.20000,    0.00000,   11.26300
  89.78693,   48.42437,   18.33333,   16.66667,   17.22222,   90.00000,    0.00000,    0.00000,    0.00000
  50.44744,   28.85770,   23.33333,   17.22222,   19.44444,   69.00000,    0.00000,    0.00000,    8.04500
  46.89349,   26.45722,   26.66667,   17.77778,   21.11111,   58.00000,    0.00000,    0.00000,    9.65400
  32.98268,   18.47402,   17.22222,   10.00000,   13.33333,   63.00000,    0.00000,    0.00000,   12.87200
  35.57060,   19.83722,   22.77778,   12.22222,   16.66667,   51.00000,    0.75000,    0.00000,   12.87200
  37.00979,   20.33817,   22.77778,   10.55556,   15.55556,   46.00000,    0.00000,    0.00000,    4.82700
 118.17467,   62.08087,   18.33333,   17.77778,   17.77778,   97.00000,    0.00000,    0.00000,    0.00000
  52.09022,   29.14330,   22.77778,   17.77778,   19.44444,   74.00000,    0.20000,    2.28600,   22.52600
  44.10796,   23.71872,   16.11111,   11.11111,   13.33333,   72.00000,    0.00000,    0.00000,    8.04500
  59.14028,   32.00980,   21.11111,   16.66667,   18.33333,   76.00000,    0.00000,    0.00000,    8.04500
  34.40510,   19.52507,   22.77778,   12.22222,   16.66667,   51.00000,    0.50000,    0.00000,   14.48100
  35.56305,   19.40173,   22.77778,   10.55556,   15.55556,   46.00000,    0.20000,    0.00000,    9.65400
  38.48803,   20.66772,   21.11111,   10.55556,   15.00000,   51.00000,    0.00000,    0.00000,    0.00000
  61.25971,   31.90386,   19.44444,   15.00000,   16.66667,   76.00000,    0.00000,    0.00000,    0.00000
  64.03561,   32.08230,   28.33333,   20.55556,   23.33333,   63.00000,    0.00000,    0.00000,    0.00000
  97.00981,   51.25329,   19.44444,   17.77778,   18.33333,   91.00000,    0.00000,    0.00000,    0.00000
  63.69905,   33.99523,   25.55556,   20.00000,   21.66667,   71.00000,    0.00000,    0.00000,    0.00000
  67.28310,   35.27945,   26.11111,   20.55556,   22.22222,   72.00000,    0.20000,    0.00000,    0.00000
  62.59530,   31.76565,   28.88889,   21.66667,   23.88889,   65.00000,    0.00000,    0.00000,    9.65400
  34.01133,   17.61499,   20.55556,   10.00000,   14.44444,   51.00000,    0.20000,    0.00000,   12.87200
