rating, appC, dryC, dewC, wetC, rh%, cldc, precmm, windkph
  34.84385,   20.66772,   21.11111,   10.55556,   15.00000,   51.00000,    0.00000,    0.00000,    0.00000
  28.22625,   18.47402,   17.22222,   10.00000,   13.33333,   63.00000,    0.00000,    0.00000,   12.87200
  51.83330,   30.48870,   20.55556,   15.55556,   17.77778,   73.00000,    0.00000,    0.00000,    0.00000
  26.47951,   19.36520,   18.88889,   10.55556,   14.44444,   59.00000,    0.75000,    0.00000,    8.04500
  48.85268,   30.89372,   33.33333,   20.00000,   24.44444,   46.00000,    0.00000,    0.00000,    4.82700
  18.35963,   15.87480,   20.00000,    8.33333,   13.88889,   47.00000,    0.00000,    0.00000,   14.48100
  67.65973,   48.42437,   18.33333,   16.66667,   17.22222,   90.00000,    0.00000,    0.00000,    0.00000
  27.72171,   22.89872,   21.66667,   15.00000,   17.77778,   66.00000,    0.20000,    0.12700,   20.91700
  35.59184,   27.30597,   23.88889,   17.22222,   19.44444,   66.00000,    0.50000,    0.00000,    9.65400
  52.45943,   34.81147,   19.44444,   15.55556,   17.22222,   79.00000,    0.00000,    0.00000,    0.00000
  33.19434,   23.71872,   16.11111,   11.11111,   13.33333,   72.00000,    0.00000,    0.00000,    8.04500
  51.45218,   35.54170,   21.11111,   17.22222,   18.88889,   79.00000,    0.00000,    0.00000,    4.82700
  39.05365,   24.31872,   25.00000,   13.88889,   18.33333,   50.00000,    0.00000,    0.00000,    0.00000
  44.20615,   25.92157,   28.33333,   13.33333,   18.88889,   40.00000,    0.00000,    0.00000,    0.00000
  22.10961,   16.83778,   20.55556,    7.77778,   13.88889,   44.00000,    0.00000,    0.00000,    9.65400
  53.38201,   34.30732,   27.22222,   21.11111,   23.33333,   69.00000,    0.00000,    0.00000,    0.00000
  58.13396,   37.44760,   25.00000,   20.55556,   22.22222,   77.00000,    0.20000,    0.00000,    4.82700
  31.08783,   20.33817,   22.77778,   10.55556,   15.55556,   46.00000,    0.00000,    0.00000,    4.82700
  55.97800,   35.27945,   26.11111,   20.55556,   22.22222,   72.00000,    0.20000,    0.00000,    0.00000
  65.66997,   53.53031,   25.00000,   23.33333,   23.88889,   90.00000,    0.20000,    2.03200,    8.04500
  42.49549,   26.45722,   26.66667,   17.77778,   21.11111,   58.00000,    0.00000,    0.00000,    9.65400
  54.79123,   36.89205,   24.44444,   20.00000,   21.66667,   77.00000,    0.00000,    0.00000,    4.82700
  25.34411,   20.73126,   19.44444,   11.66667,   15.00000,   61.00000,    1.00000,    0.00000,    8.04500
  39.55607,   29.37759,   19.44444,   14.44444,   16.66667,   73.00000,    1.00000,    0.12700,    0.00000
  19.52971,   16.81105,   18.33333,    9.44444,   13.33333,   56.00000,    0.00000,    0.00000,   12.87200
  32.17348,   20.11216,   20.55556,   10.00000,   14.44444,   51.00000,    0.20000,    0.00000,    0.00000
  25.87104,   17.61499,   20.55556,   10.00000,   14.44444,   51.00000,    0.20000,    0.00000,   12.87200
  30.00662,   21.49365,   17.22222,   11.11111,   13.88889,   68.00000,    0.00000,    0.00000,   11.26300
  20.67629,   19.83722,   22.77778,   12.22222,   16.66667,   51.00000,    0.75000,    0.00000,   12.87200
  25.30424,   18.19156,   23.33333,    8.33333,   15.00000,   38.00000,    0.00000,    0.00000,   12.87200
  46.66527,   28.54254,   26.11111,   17.77778,   20.55556,   60.00000,    0.00000,    0.00000,    0.00000
  57.58660,   36.89205,   24.44444,   20.00000,   21.66667,   77.00000,    0.00000,    0.00000,    4.82700
  41.17315,   28.43006,   24.44444,   17.77778,   20.00000,   67.00000,    0.00000,    0.00000,    9.65400
  42.37123,   28.67150,   31.11111,   18.33333,   22.77778,   46.00000,    0.00000,    0.00000,    4.82700
  50.20868,   29.95305,   26.66667,   18.88889,   21.66667,   62.00000,    0.00000,    0.00000,    0.00000
  53.83849,   33.08071,   27.22222,   20.55556,   22.77778,   67.00000,    0.00000,    0.00000,    0.00000
  40.35086,   26.23884,   23.88889,   16.11111,   18.88889,   62.00000,    0.00000,    0.00000,    4.82700
  54.40305,   41.02852,   27.22222,   23.33333,   24.44444,   79.00000,    0.20000,    0.50800,    8.04500
  49.40406,   31.49134,   33.33333,   21.11111,   25.00000,   49.00000,    0.00000,    0.00000,    4.82700
  54.85367,   33.99523,   25.55556,   20.00000,   21.66667,   71.00000,    0.00000,    0.00000,    0.00000
  35.50660,   25.34746,   21.11111,   13.88889,   16.66667,   64.00000,    1.00000,    0.00000,    0.00000
  48.70356,   30.06977,   27.22222,   18.88889,   21.66667,   61.00000,    0.00000,    0.00000,    0.00000
  26.40842,   18.23450,   21.11111,    9.44444,   14.44444,   47.00000,    0.00000,    0.00000,    8.04500
  26.52726,   20.94354,   24.44444,   12.22222,   17.22222,   47.00000,    0.50000,    0.00000,   11.26300
  39.80452,   29.65672,   22.77778,   17.22222,   19.44444,   71.00000,    0.00000,    0.00000,    8.04500
  26.37598,   18.09292,   17.22222,    9.44444,   12.77778,   60.00000,    0.00000,    0.00000,    8.04500
  44.76244,   31.76565,   28.88889,   21.66667,   23.88889,   65.00000,    0.00000,    0.00000,    9.65400
  43.49963,   28.85770,   23.33333,   17.22222,   19.44444,   69.00000,    0.00000,    0.00000,    8.04500
  50.00664,   32.67635,   24.44444,   18.88889,   21.11111,   72.00000,    0.00000,    0.00000,    4.82700
  46.79667,   34.84867,   21.66667,   17.77778,   19.44444,   79.00000,    0.00000,    0.00000,   11.26300
  28.46113,   20.42514,   24.44444,   10.55556,   16.66667,   42.00000,    0.00000,    0.00000,    9.65400
  24.18173,   20.18187,   21.66667,   11.66667,   16.11111,   53.00000,    1.00000,    0.00000,    8.04500
  27.40508,   20.67630,   26.11111,    7.77778,   16.11111,   31.00000,    0.00000,    0.00000,   11.26300
  19.45661,   16.74232,   18.88889,   10.00000,   13.88889,   56.00000,    0.00000,    0.00000,   16.09000
  37.14023,   21.21377,   20.55556,   11.11111,   15.00000,   55.00000,    0.00000,    0.00000,    0.00000
  36.60861,   26.50700,   22.77778,   16.11111,   18.88889,   66.00000,    0.00000,    0.00000,    8.04500
  71.18681,   51.25329,   19.44444,   17.77778,   18.33333,   91.00000,    0.00000,    0.00000,    0.00000
