rating, appC, dryC, dewC, wetC, rh%, cldc, precmm, windkph
   0.42586,   12.41106,    0.55556,   -2.77778,   -0.55556,   78.00000,    0.50000,    0.00000,   12.87200
 598.90601,   31.97051,    0.55556,   -0.55556,    0.00000,   92.00000,  -99.00000,    3.55600,   11.26300
 -19.30397,   -7.20175,    1.66667,  -13.88889,   -2.77778,   31.00000,    0.00000,    0.00000,   28.96200
 -12.46357,   -6.23300,   -1.11111,  -12.22222,   -4.44444,   43.00000,    0.20000,    0.00000,   16.09000
  10.91551,   25.92904,    0.00000,   -1.66667,   -0.55556,   88.00000,    0.20000,    0.12700,    4.82700
  15.04053,   20.22538,    7.77778,    3.88889,    6.11111,   77.00000,    0.00000,    0.00000,    4.82700
   7.52387,   29.55517,    1.11111,   -0.55556,    0.55556,   89.00000,    1.00000,    1.01600,    0.00000
  -1.64974,    2.45799,    3.33333,   -4.44444,    0.55556,   57.00000,    1.00000,    0.00000,   11.26300
  -3.10737,   -1.87864,    1.11111,   -8.88889,   -2.22222,   48.00000,    0.00000,    0.00000,    9.65400
  -1.86506,    4.78404,    5.55556,   -1.11111,    2.77778,   62.00000,    0.00000,    0.00000,   20.91700
   4.42195,    1.07029,    4.44444,  -12.22222,   -1.11111,   29.00000,    0.00000,    0.00000,    0.00000
  -9.17140,   -5.78708,   -2.22222,  -11.11111,   -5.00000,   51.00000,    0.00000,    0.00000,   16.09000
   5.20438,    5.51284,    8.88889,   -2.22222,    4.44444,   46.00000,    0.00000,    0.00000,    9.65400
   5.79679,    2.20017,    2.77778,   -5.55556,    0.00000,   54.00000,    0.75000,    0.00000,    4.82700
  -6.15273,   -4.30459,   -2.77778,  -10.55556,   -5.00000,   55.00000,    0.00000,    0.00000,   11.26300
  19.28584,   13.02839,   13.88889,    4.44444,    9.44444,   53.00000,    0.00000,    0.00000,    4.82700
  -4.38208,   -2.60667,    1.11111,  -10.00000,   -2.22222,   44.00000,    0.00000,    0.00000,    9.65400
   0.42410,   21.13079,    1.11111,   -1.11111,    0.00000,   85.00000,    0.75000,    0.76200,   12.87200
   9.51451,   23.07240,    0.55556,   -1.66667,   -0.55556,   85.00000,    0.75000,    0.12700,    0.00000
   7.64080,    5.03143,    8.33333,   -2.22222,    3.88889,   48.00000,    0.00000,    0.00000,   11.26300
  -6.87863,   -0.52768,    2.22222,  -11.11111,   -2.22222,   37.00000,    1.00000,    0.00000,    0.00000
  21.23391,   11.38844,   11.66667,    2.77778,    7.77778,   55.00000,    0.00000,    0.00000,    4.82700
  -5.27561,   -1.31498,    2.77778,  -10.00000,   -1.66667,   39.00000,    1.00000,    0.00000,    8.04500
  -5.55781,   -3.76814,    1.66667,  -13.88889,   -2.77778,   31.00000,    0.00000,    0.00000,   11.26300
  -1.43660,   -0.68128,    0.00000,   -9.44444,   -2.77778,   50.00000,    0.00000,    0.00000,    0.00000
 603.95662,   26.46405,    1.11111,   -1.11111,    0.00000,   87.00000,  -99.00000,    1.27000,    0.00000
  -3.56033,   -4.56651,    1.11111,  -13.88889,   -3.33333,   32.00000,    0.00000,    0.00000,   12.87200
 592.83836,   29.78549,    0.55556,   -0.55556,    0.00000,   92.00000,  -99.00000,    1.77800,   22.52600
  15.69995,   17.45942,    5.00000,    1.11111,    3.33333,   76.00000,    0.50000,    0.12700,    0.00000
  -7.76399,   -5.38153,   -1.66667,  -11.11111,   -4.44444,   49.00000,    0.00000,    0.00000,   14.48100
   2.73433,    3.14211,    3.33333,   -5.55556,    0.00000,   52.00000,    0.75000,    0.00000,    0.00000
  -7.26422,   -5.14177,    0.00000,  -12.77778,   -3.88889,   38.00000,    0.00000,    0.00000,   12.87200
  -0.61734,    2.04993,    3.88889,   -4.44444,    0.55556,   55.00000,    0.00000,    0.00000,   12.87200
   1.74242,    6.63268,    4.44444,   -2.22222,    1.66667,   63.00000,    0.75000,    0.00000,    8.04500
  -8.26583,    2.70140,    3.88889,   -3.88889,    1.11111,   57.00000,    1.00000,    0.00000,   12.87200
  13.58617,   14.65666,    9.44444,    3.88889,    6.66667,   69.00000,    0.00000,    0.00000,    9.65400
   3.62387,    0.49440,    2.77778,   -9.44444,   -1.11111,   41.00000,    0.00000,    0.00000,    0.00000
  -7.84088,   19.57006,    1.11111,   -1.11111,    0.00000,   85.00000,    1.00000,    1.27000,   20.91700
   2.02082,    6.02032,    7.22222,   -1.66667,    3.33333,   54.00000,    1.00000,    0.00000,    8.04500
  -9.39009,   -4.89471,   -0.55556,  -10.00000,   -3.33333,   49.00000,    0.20000,    0.00000,   17.69900
  -1.42225,    2.98642,    4.44444,   -3.33333,    1.66667,   58.00000,    0.75000,    0.12700,   16.09000
  21.18431,   13.79810,   15.00000,    5.55556,   10.00000,   54.00000,    0.00000,    0.00000,    8.04500
  -5.78816,    1.27814,    2.77778,   -5.00000,    0.00000,   57.00000,    1.00000,    0.00000,   14.48100
  11.96274,    5.10266,    4.44444,   -3.88889,    1.11111,   55.00000,    0.00000,    0.00000,    0.00000
   1.76068,    2.52672,    2.77778,   -5.00000,    0.00000,   57.00000,    0.75000,    0.00000,    8.04500
 605.13403,   27.88850,   -0.55556,   -2.22222,   -1.11111,   89.00000,  -99.00000,    0.25400,    0.00000
  13.21809,    6.92488,   11.11111,   -5.55556,    4.44444,   31.00000,    0.00000,    0.00000,    4.82700
  22.25098,   12.59260,   10.55556,    2.77778,    7.22222,   59.00000,    0.00000,    0.00000,    0.00000
   1.99264,   -0.75228,   -1.11111,   -9.44444,   -3.88889,   54.00000,    0.00000,    0.00000,    0.00000
   5.74045,    4.26213,    3.88889,   -3.88889,    1.11111,   57.00000,    0.00000,    0.00000,    4.82700
   3.14146,   -1.67933,    0.00000,  -10.55556,   -3.33333,   45.00000,    0.00000,    0.00000,    0.00000
 -11.77268,   -6.23300,   -1.11111,  -12.22222,   -4.44444,   43.00000,    0.00000,    0.00000,   16.09000
 -11.30078,    2.80523,    3.88889,   -2.77778,    1.11111,   62.00000,    1.00000,    0.12700,   22.52600
   5.82621,    3.02839,    3.88889,   -5.00000,    0.55556,   53.00000,    0.00000,    0.00000,    4.82700
  -8.23342,   -4.89836,    0.55556,  -12.22222,   -3.33333,   38.00000,    0.00000,    0.00000,   14.48100
 -12.34629,   -7.15715,   -2.22222,  -15.00000,   -5.55556,   37.00000,    0.00000,    0.00000,   11.26300
   9.81894,    9.78328,   10.55556,    2.77778,    7.22222,   59.00000,    0.00000,    0.00000,   14.48100
   8.30580,    8.08297,    3.33333,   -2.77778,    1.11111,   65.00000,    0.50000,    0.00000,    0.00000
  -2.02261,   -2.56356,    2.77778,  -10.00000,   -1.66667,   39.00000,    0.00000,    0.00000,   14.48100
   1.94389,   26.32777,   -0.55556,   -2.22222,   -1.11111,   89.00000,    1.00000,    0.12700,    8.04500
 598.16700,   27.05800,    1.11111,   -0.55556,    0.55556,   89.00000,  -99.00000,    0.76200,   12.87200
   2.97556,   26.32777,   -0.55556,   -2.22222,   -1.11111,   89.00000,    1.00000,    0.12700,    8.04500
  -5.27429,   -0.55912,    2.22222,   -8.88889,   -1.66667,   44.00000,    1.00000,    0.00000,    4.82700
  -3.50863,   -1.79708,    2.22222,   -9.44444,   -1.66667,   42.00000,    0.00000,    0.00000,    9.65400
