rating, appC, dryC, dewC, wetC, rh%, cldc, precmm, windkph
  30.65254,   20.42514,   24.44444,   10.55556,   16.66667,   42.00000,    0.00000,    0.00000,    9.65400
  29.45452,   20.22363,   22.77778,   11.66667,   16.11111,   50.00000,    0.50000,    0.00000,    9.65400
  52.13855,   31.49134,   33.33333,   21.11111,   25.00000,   49.00000,    0.00000,    0.00000,    4.82700
  41.48508,   25.91438,   25.55556,   15.55556,   19.44444,   54.00000,    0.00000,    0.00000,    0.00000
  25.02282,   18.56910,   19.44444,   10.55556,   14.44444,   57.00000,    0.20000,    0.00000,   11.26300
  42.75414,   34.81147,   19.44444,   15.55556,   17.22222,   79.00000,    0.00000,    0.00000,    0.00000
  27.36088,   19.83722,   22.77778,   12.22222,   16.66667,   51.00000,    0.75000,    0.00000,   12.87200
  27.70838,   22.89872,   21.66667,   15.00000,   17.77778,   66.00000,    0.20000,    0.12700,   20.91700
  22.88928,   17.61499,   20.55556,   10.00000,   14.44444,   51.00000,    0.20000,    0.00000,   12.87200
  42.90799,   28.75267,   27.77778,   18.33333,   21.66667,   56.00000,    0.20000,    0.00000,    0.00000
  38.23582,   24.47919,   21.66667,   14.44444,   17.22222,   63.00000,    0.00000,    0.00000,    4.82700
  45.88232,   37.44760,   25.00000,   20.55556,   22.22222,   77.00000,    0.20000,    0.00000,    4.82700
  32.93200,   21.21377,   20.55556,   11.11111,   15.00000,   55.00000,    0.00000,    0.00000,    0.00000
  46.30055,   28.67150,   31.11111,   18.33333,   22.77778,   46.00000,    0.00000,    0.00000,    4.82700
  26.55920,   18.47402,   17.22222,   10.00000,   13.33333,   63.00000,    0.00000,    0.00000,   12.87200
  44.54396,   28.88565,   27.22222,   18.33333,   21.66667,   58.00000,    0.00000,    0.00000,    0.00000
  35.92095,   28.85770,   23.33333,   17.22222,   19.44444,   69.00000,    0.00000,    0.00000,    8.04500
  29.87156,   29.37759,   19.44444,   14.44444,   16.66667,   73.00000,    1.00000,    0.12700,    0.00000
  41.31052,   26.45722,   26.66667,   17.77778,   21.11111,   58.00000,    0.00000,    0.00000,    9.65400
  48.76570,   39.12609,   26.66667,   22.22222,   23.88889,   76.00000,    0.20000,    0.25400,    0.00000
  44.24704,   51.25329,   19.44444,   17.77778,   18.33333,   91.00000,    0.00000,    0.00000,    0.00000
  42.87427,   31.76565,   28.88889,   21.66667,   23.88889,   65.00000,    0.00000,    0.00000,    9.65400
  41.86646,   30.40887,   26.11111,   19.44444,   21.66667,   67.00000,    0.20000,    0.00000,    8.04500
  44.20329,   53.53031,   25.00000,   23.33333,   23.88889,   90.00000,    0.20000,    2.03200,    8.04500
  35.10160,   25.34746,   21.11111,   13.88889,   16.66667,   64.00000,    1.00000,    0.00000,    0.00000
  32.58326,   20.10017,   22.77778,   11.11111,   16.11111,   48.00000,    0.20000,    0.00000,    8.04500
  25.37047,   19.36520,   18.88889,   10.55556,   14.44444,   59.00000,    0.75000,    0.00000,    8.04500
  26.67229,   18.19156,   23.33333,    8.33333,   15.00000,   38.00000,    0.00000,    0.00000,   12.87200
  45.59918,   48.42437,   18.33333,   16.66667,   17.22222,   90.00000,    0.00000,    0.00000,    0.00000
  46.36787,   28.93784,   30.55556,   18.88889,   22.77778,   50.00000,    0.00000,    0.00000,    4.82700
  33.19988,   32.00980,   21.11111,   16.66667,   18.33333,   76.00000,    0.00000,    0.00000,    8.04500
  25.77050,   20.94354,   24.44444,   12.22222,   17.22222,   47.00000,    0.50000,    0.00000,   11.26300
  37.48804,   28.43006,   24.44444,   17.77778,   20.00000,   67.00000,    0.00000,    0.00000,    9.65400
  25.20937,   19.52507,   22.77778,   12.22222,   16.66667,   51.00000,    0.50000,    0.00000,   14.48100
  37.74408,   24.13165,   27.22222,   15.55556,   20.00000,   49.00000,    0.00000,    0.00000,   11.26300
  46.17378,   36.89205,   24.44444,   20.00000,   21.66667,   77.00000,    0.00000,    0.00000,    4.82700
  25.78564,   23.02496,   22.22222,   15.00000,   17.77778,   64.00000,    0.50000,    0.00000,   17.69900
  36.11208,   26.50700,   22.77778,   16.11111,   18.88889,   66.00000,    0.00000,    0.00000,    8.04500
  43.60396,   33.24156,   18.88889,   15.00000,   16.66667,   78.00000,    0.00000,    0.00000,    0.00000
  28.18697,   16.81105,   18.33333,    9.44444,   13.33333,   56.00000,    0.00000,    0.00000,   12.87200
  32.53110,   20.67630,   26.11111,    7.77778,   16.11111,   31.00000,    0.00000,    0.00000,   11.26300
  21.71395,   18.09292,   17.22222,    9.44444,   12.77778,   60.00000,    0.00000,    0.00000,    8.04500
  52.01665,   35.27945,   26.11111,   20.55556,   22.22222,   72.00000,    0.20000,    0.00000,    0.00000
  48.69977,   33.19341,   29.44444,   21.66667,   23.88889,   63.00000,    0.00000,    0.00000,    0.00000
