n	status	R2	AICc	nFeatures	features	b0_std	b0_raw	apparentTempC_std	apparentTempC_raw	apparentMinusTemp_std	apparentMinusTemp_raw	tempMinusWetBulb_std	tempMinusWetBulb_raw	wetBulbMinusDewPoint_std	wetBulbMinusDewPoint_raw	humidity_std	humidity_raw	stationPressurePa_std	stationPressurePa_raw	windSpeedKPH_std	windSpeedKPH_raw	precipProbability_std	precipProbability_raw	precipitationMM_std	precipitationMM_raw	cloudCover_std	cloudCover_raw	cloudCoverLow_std	cloudCoverLow_raw	cloudCoverMedium_std	cloudCoverMedium_raw	cloudCoverHigh_std	cloudCoverHigh_raw	uvIndex_std	uvIndex_raw	isDaylight_std	isDaylight_raw	activity_std	activity_raw	dress_std	dress_raw	sun_std	sun_raw	m	h_lower	h_upper	h_min	h_mean	h_max	n_inRange	n_blended	n_extrapolated
17	MODEL	0.9401	31.0050	3	apparentTempC,apparentMinusTemp,windSpeedKPH	38.7560	1.8675	10.1279	1.5623	-5.6214	-0.9499									-2.4782	-0.5153																							4	0.4706	0.7059	0.1508	0.2353	0.4231	17	0	0
18	MODEL	0.9283	35.4637	3	apparentTempC,apparentMinusTemp,windSpeedKPH	38.2784	3.9861	9.4998	1.4684	-4.8957	-0.8526									-2.2582	-0.4596																							4	0.4444	0.6667	0.1468	0.2222	0.3729	18	0	0
19	MODEL	0.9302	35.5808	3	apparentTempC,apparentMinusTemp,windSpeedKPH	38.5564	4.0952	9.2042	1.4634	-4.9024	-0.8465									-2.2239	-0.4612																							4	0.4211	0.6316	0.1441	0.2105	0.3728	19	0	0
20	MODEL	0.9557	30.8827	4	apparentTempC,apparentMinusTemp,windSpeedKPH,wetBulbMinusDewPoint	38.2496	19.4120	7.8303	1.2399	-6.5857	-1.1494			-3.4041	-2.8006					-1.9107	-0.3949																							5	0.5000	0.7500	0.1505	0.2500	0.4241	20	0	0
21	MODEL	0.9565	33.3305	4	apparentTempC,apparentMinusTemp,windSpeedKPH,wetBulbMinusDewPoint	38.8985	19.0473	7.9568	1.2796	-6.8075	-1.2126			-3.4099	-2.8752					-2.0321	-0.4199																							5	0.4762	0.7143	0.1243	0.2381	0.4141	21	0	0
22	MODEL	0.9558	33.4353	4	apparentTempC,apparentMinusTemp,windSpeedKPH,wetBulbMinusDewPoint	39.0220	21.1932	9.4925	1.2476	-9.9864	-1.2742			-4.1089	-3.2336					-2.0076	-0.4156																							5	0.4545	0.6818	0.1158	0.2273	0.7282	21	0	1
23	MODEL	0.9586	33.1000	4	apparentTempC,apparentMinusTemp,windSpeedKPH,wetBulbMinusDewPoint	38.6172	21.1132	9.5744	1.2485	-10.0007	-1.2733			-4.2324	-3.2157					-2.0065	-0.4147																							5	0.4348	0.6522	0.1158	0.2174	0.7281	22	0	1
24	MODEL	0.9403	44.6595	4	apparentTempC,apparentMinusTemp,windSpeedKPH,humidity	38.0438	-20.1636	12.1410	1.5877	-12.9277	-1.6764					4.6225	38.7599			-2.5233	-0.5279																							5	0.4167	0.6250	0.1143	0.2083	0.8207	23	0	1
25	MODEL	0.9537	45.4347	5	apparentTempC,apparentMinusTemp,windSpeedKPH,humidity,cloudCover	38.6514	-12.9530	11.4745	1.5309	-11.8090	-1.5449					3.7019	30.4893			-2.8517	-0.5966					-1.3230	-5.9325																	6	0.4800	0.7200	0.1074	0.2400	0.8270	23	0	2
26	MODEL	0.9514	46.5683	5	apparentTempC,apparentMinusTemp,windSpeedKPH,humidity,cloudCover	38.6136	-13.1041	11.4874	1.5550	-11.9153	-1.5554					3.5913	29.4151			-2.7512	-0.5763					-1.2341	-5.6319																	6	0.4615	0.6923	0.1028	0.2308	0.8170	24	0	2
27	MODEL	0.9584	46.5422	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,humidity	37.9722	-13.2993	11.6316	1.5559	-11.7960	-1.5599					3.5537	29.6749			-2.8880	-0.5709					-1.3652	-5.4498																	6	0.4444	0.6667	0.0996	0.2222	0.8161	25	1	1
28	MODEL	0.9598	47.2559	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,humidity	38.3941	-13.7018	12.0390	1.5656	-12.0445	-1.5633					3.6515	30.0310			-2.9018	-0.5747					-1.3427	-5.4440																	6	0.4286	0.6429	0.0970	0.2143	0.7813	26	1	1
29	MODEL	0.9540	51.1258	5	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover	38.4145	8.3561	13.7410	1.8172	-13.4042	-1.7446	-4.0911	-1.9765							-2.8313	-0.5624					-1.2864	-5.2955																	6	0.4138	0.6207	0.0938	0.2069	0.7293	27	1	1
30	MODEL	0.9531	51.8103	5	apparentTempC,apparentMinusTemp,windSpeedKPH,humidity,cloudCover	38.4774	-18.1018	11.6076	1.5546	-12.5919	-1.6485					4.8305	37.9930			-2.7420	-0.5497					-1.3789	-5.7605																	6	0.4000	0.6000	0.0944	0.2000	0.7476	28	1	1
31	MODEL	0.9469	56.1735	5	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover	38.2779	9.2531	13.3526	1.7681	-12.8810	-1.6873	-3.9288	-1.9049							-2.6484	-0.5359					-1.4169	-6.0046																	6	0.3871	0.5806	0.0937	0.1935	0.7216	29	1	1
32	MODEL	0.9500	56.6768	5	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover	37.8814	9.5086	13.5188	1.7599	-12.8046	-1.6845	-3.8868	-1.9156							-2.7492	-0.5230					-1.4413	-6.1939																	6	0.3750	0.5625	0.0930	0.1875	0.7119	30	1	1
33	MODEL	0.9491	57.5348	5	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover	37.7769	10.1031	13.3186	1.7370	-12.5583	-1.6684	-3.8036	-1.8946							-2.8431	-0.5415					-1.4189	-6.1732																	6	0.3636	0.5455	0.0893	0.1818	0.7118	31	1	1
34	MODEL	0.9521	57.7209	5	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover	38.1394	10.0722	13.2359	1.7307	-12.3095	-1.6569	-3.7095	-1.8683							-2.8240	-0.5389					-1.4002	-6.1710																	6	0.3529	0.5294	0.0797	0.1765	0.7019	32	0	2
35	MODEL	0.9505	59.2082	5	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover	38.2465	9.9516	12.9657	1.7091	-11.9057	-1.6198	-3.4937	-1.7691							-2.7831	-0.5391					-1.3653	-6.0938																	6	0.3429	0.5143	0.0777	0.1714	0.7010	32	1	2
36	MODEL	0.9510	61.8946	5	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover	38.6582	10.0133	13.1495	1.7498	-12.2692	-1.6934	-3.7210	-1.9117							-2.8712	-0.5574					-1.3454	-6.0794																	6	0.3333	0.5000	0.0706	0.1667	0.6901	33	1	2
37	MODEL	0.9518	62.1267	5	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover	38.4709	9.9882	13.0687	1.7513	-12.1559	-1.6955	-3.6755	-1.9120							-2.8766	-0.5599					-1.5660	-5.9081																	6	0.3243	0.4865	0.0698	0.1622	0.6875	33	3	1
38	MODEL	0.9534	62.5015	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.1900	9.8199	13.1086	1.7578	-12.1396	-1.7020	-3.6354	-1.9143							-2.8367	-0.5563					-1.6806	-5.6261																	6	0.3158	0.4737	0.0696	0.1579	0.6874	36	1	1
39	MODEL	0.9528	65.8067	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,humidity	38.5545	-15.2603	11.5933	1.5708	-11.5888	-1.6287					4.0195	33.0891			-2.7478	-0.5461					-1.5741	-5.3267																	6	0.3077	0.4615	0.0655	0.1538	0.7197	38	0	1
40	MODEL	0.9494	68.8586	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.5004	7.3940	13.0523	1.7910	-11.7642	-1.6739	-3.2588	-1.6687							-2.6139	-0.5263					-1.5427	-5.2754																	6	0.3000	0.4500	0.0417	0.1500	0.6805	39	0	1
41	MODEL	0.9488	69.8529	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.3826	7.6908	12.7618	1.7735	-11.4868	-1.6552	-3.1620	-1.6380							-2.6688	-0.5375					-1.6233	-5.5105																	6	0.2927	0.4390	0.0415	0.1463	0.6804	40	0	1
42	MODEL	0.9480	70.7977	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.3786	7.9444	12.7376	1.7621	-11.5705	-1.6521	-3.1680	-1.6206							-2.7722	-0.5538					-1.6038	-5.4977																	6	0.2857	0.4286	0.0412	0.1429	0.6667	41	0	1
43	MODEL	0.9484	71.7339	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.1810	8.2323	12.7770	1.7707	-11.7588	-1.6757	-3.3713	-1.7035							-2.8200	-0.5643					-1.5957	-5.5328																	6	0.2791	0.4186	0.0412	0.1395	0.6629	41	1	1
44	MODEL	0.9488	72.7257	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.3871	8.6392	12.6001	1.7644	-11.7129	-1.6789	-3.5470	-1.7569							-2.8062	-0.5615					-1.5854	-5.5482																	6	0.2727	0.4091	0.0410	0.1364	0.6615	42	1	1
45	MODEL	0.9489	73.4191	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.5217	8.8832	12.4597	1.7646	-11.6596	-1.6887	-3.5606	-1.7829							-2.8486	-0.5703					-1.5900	-5.6152																	6	0.2667	0.4000	0.0392	0.1333	0.6571	43	1	1
46	MODEL	0.9505	73.6752	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.2966	8.8249	12.3733	1.7665	-11.5797	-1.6903	-3.5711	-1.7818							-2.8296	-0.5703					-1.5711	-5.5985																	6	0.2609	0.3913	0.0379	0.1304	0.6557	44	1	1
47	MODEL	0.9502	74.8339	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.4471	8.6200	12.1710	1.7543	-11.2575	-1.6613	-3.4023	-1.7163							-2.7757	-0.5597					-1.5423	-5.5449																	6	0.2553	0.3830	0.0361	0.1277	0.6486	45	1	1
48	MODEL	0.9500	75.2613	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.4743	8.6506	12.0716	1.7581	-11.1917	-1.6683	-3.4159	-1.7355							-2.7472	-0.5574					-1.5372	-5.5747																	6	0.2500	0.3750	0.0350	0.1250	0.6478	46	1	1
49	MODEL	0.9500	75.4878	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.4819	8.6398	11.9512	1.7572	-11.0861	-1.6666	-3.3956	-1.7302							-2.7325	-0.5579					-1.5223	-5.5682																	6	0.2449	0.3673	0.0340	0.1224	0.6470	46	2	1
50	MODEL	0.9498	75.9491	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.5120	8.5043	11.8836	1.7613	-11.0352	-1.6680	-3.3950	-1.7349							-2.7054	-0.5524					-1.4964	-5.5199																	6	0.2400	0.3600	0.0331	0.1200	0.6462	46	3	1
51	MODEL	0.9506	76.2160	5	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb	38.6745	8.6804	12.1783	1.7540	-11.1422	-1.6638	-3.3957	-1.7303							-2.7082	-0.5562					-1.4959	-5.5684																	6	0.2353	0.3529	0.0331	0.1176	0.6321	47	3	1
52	MODEL	0.9538	79.2485	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	38.3671	8.2540	12.1897	1.7724	-11.1161	-1.6744	-3.4103	-1.7430							-2.9694	-0.5493			-1.0036	-3.1034	-1.4491	-5.4426																	7	0.2692	0.4038	0.0331	0.1346	0.9582	49	1	2
53	MODEL	0.9540	80.0802	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	38.5231	7.6235	14.4727	1.7475	-13.5668	-1.5887	-3.1570	-1.5557							-2.9069	-0.5381			-1.0092	-3.1503	-1.4206	-5.3777																	7	0.2642	0.3962	0.0294	0.1321	0.9578	50	1	2
54	MODEL	0.9544	81.0894	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	38.3393	7.8933	14.3471	1.7412	-13.4133	-1.5856	-3.1768	-1.5720							-2.9051	-0.5429			-0.9994	-3.1486	-1.4141	-5.1324																	7	0.2593	0.3889	0.0294	0.1296	0.9578	52	0	2
55	MODEL	0.9556	81.2777	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	38.1480	7.9477	14.4349	1.7373	-13.3789	-1.5815	-3.1537	-1.5634							-2.8917	-0.5419			-0.9914	-3.1520	-1.4122	-5.1633																	7	0.2545	0.3818	0.0287	0.1273	0.9576	53	0	2
56	MODEL	0.9549	82.6082	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	38.2334	8.4494	14.2621	1.7311	-13.3229	-1.5839	-3.2401	-1.6054							-2.9567	-0.5544			-0.9637	-3.0915	-1.4313	-5.2714																	7	0.2500	0.3750	0.0278	0.1250	0.9576	54	0	2
57	MODEL	0.9549	83.5317	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	38.1004	8.5435	14.2994	1.7377	-13.4332	-1.5959	-3.3656	-1.6516							-2.9872	-0.5616			-0.9441	-3.0553	-1.4045	-5.2101																	7	0.2456	0.3684	0.0275	0.1228	0.9576	54	1	2
58	MODEL	0.9555	83.8100	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.9513	8.4798	14.2819	1.7374	-13.3830	-1.5940	-3.3357	-1.6404							-2.9647	-0.5589			-0.9429	-3.0780	-1.3983	-5.1446																	7	0.2414	0.3621	0.0275	0.1207	0.9576	56	0	2
59	MODEL	0.9564	85.4674	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	38.1918	7.7739	14.3642	1.7597	-13.4600	-1.6093	-3.3267	-1.6115							-2.8983	-0.5511			-0.9559	-3.1469	-1.3734	-5.0875																	7	0.2373	0.3559	0.0274	0.1186	0.9574	56	1	2
60	MODEL	0.9561	86.2290	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	38.2467	7.6389	14.2625	1.7613	-13.3551	-1.6073	-3.3002	-1.6082							-2.8607	-0.5440			-0.9621	-3.1939	-1.3513	-5.0395																	7	0.2333	0.3500	0.0267	0.1167	0.9574	57	1	2
61	MODEL	0.9572	87.0619	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	38.0299	7.4746	14.3463	1.7671	-13.3132	-1.6105	-3.2678	-1.6058							-2.8933	-0.5488			-0.9405	-3.1479	-1.3346	-5.0158																	7	0.2295	0.3443	0.0263	0.1148	0.9574	57	2	2
62	MODEL	0.9565	88.4398	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	38.1061	7.8222	14.2430	1.7581	-13.3222	-1.6013	-3.3112	-1.6163							-2.9372	-0.5572			-0.9208	-3.1068	-1.3476	-5.0974																	7	0.2258	0.3387	0.0259	0.1129	0.9574	58	2	2
63	MODEL	0.9575	88.7476	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.9355	7.7115	14.2632	1.7611	-13.3132	-1.6033	-3.2872	-1.6135							-2.9396	-0.5528			-0.9263	-3.1505	-1.3651	-4.9841																	7	0.2222	0.3333	0.0259	0.1111	0.9574	59	2	2
64	MODEL	0.9582	89.0635	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.7757	7.6438	14.2261	1.7656	-13.2666	-1.6087	-3.2946	-1.6265							-3.0610	-0.5442			-0.9382	-3.2144	-1.3559	-4.9881																	7	0.2188	0.3281	0.0255	0.1094	0.9558	60	2	2
65	MODEL	0.9588	91.2516	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.5467	7.5264	14.3810	1.7774	-13.3519	-1.6223	-3.3369	-1.6562							-3.1316	-0.5539			-0.9107	-3.1442	-1.3337	-4.9428																	7	0.2154	0.3231	0.0254	0.1077	0.9558	61	2	2
66	MODEL	0.9573	94.0918	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.6279	7.6277	14.1640	1.7639	-13.1053	-1.6029	-3.2755	-1.6343							-3.0772	-0.5443			-0.9140	-3.1797	-1.3537	-5.0537																	7	0.2121	0.3182	0.0251	0.1061	0.9558	62	2	2
67	MODEL	0.9566	95.2302	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.6370	7.8881	14.0426	1.7603	-13.0266	-1.6052	-3.2907	-1.6536							-3.0709	-0.5473			-0.9059	-3.1752	-1.3690	-5.1399																	7	0.2090	0.3134	0.0243	0.1045	0.9558	63	2	2
68	MODEL	0.9572	95.4050	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.7583	7.8606	14.1183	1.7627	-13.0520	-1.6077	-3.3073	-1.6594							-3.0459	-0.5469			-0.9026	-3.1869	-1.3557	-5.1263																	7	0.2059	0.3088	0.0241	0.1029	0.9555	64	2	2
69	MODEL	0.9566	96.7378	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.6883	7.4111	14.2052	1.7784	-13.0607	-1.6185	-3.2993	-1.6666							-2.9860	-0.5362			-0.9208	-3.2749	-1.3200	-5.0187																	7	0.2029	0.3043	0.0235	0.1014	0.9553	65	2	2
70	MODEL	0.9572	96.9267	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.8113	7.3317	14.1180	1.7801	-13.0327	-1.6191	-3.3299	-1.6596							-2.9603	-0.5354			-0.9157	-3.2799	-1.3129	-5.0191																	7	0.2000	0.3000	0.0234	0.1000	0.9553	66	2	2
71	MODEL	0.9577	97.8982	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.6529	7.6182	14.0806	1.7717	-12.9166	-1.6148	-3.3355	-1.6707							-2.9522	-0.5310			-0.9217	-3.3246	-1.3367	-5.1377																	7	0.1972	0.2958	0.0228	0.0986	0.9553	67	2	2
72	MODEL	0.9571	99.5882	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.7486	7.5495	13.9198	1.7635	-12.7060	-1.5988	-3.2524	-1.6398							-2.9114	-0.5237			-0.9227	-3.3515	-1.3208	-5.1039																	7	0.1944	0.2917	0.0222	0.0972	0.9552	68	2	2
73	MODEL	0.9554	102.5919	6	apparentTempC,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,cloudCover,precipitationMM	37.7235	7.5015	13.7559	1.7546	-12.5068	-1.5844	-3.1538	-1.5978							-2.9258	-0.5292			-0.8914	-3.2600	-1.2911	-5.0159																	7	0.1918	0.2877	0.0217	0.0959	0.9552	69	2	2
74	MODEL	0.9541	105.8546	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.6174	7.3365	13.6489	1.7523	-12.4295	-1.5794	-3.0946	-1.5654							-2.8404	-0.5138			-0.9180	-3.3782	-1.5396	-5.5961																	7	0.1892	0.2838	0.0217	0.0946	0.9535	70	2	2
75	MODEL	0.9540	106.2927	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.6667	7.2794	13.5968	1.7573	-12.4234	-1.5862	-3.0964	-1.5760							-2.8174	-0.5112			-0.9209	-3.4113	-1.5357	-5.6108																	7	0.1867	0.2800	0.0212	0.0933	0.9534	71	2	2
76	MODEL	0.9548	106.8280	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.8127	7.3071	13.6468	1.7494	-12.3538	-1.5758	-3.0521	-1.5513							-2.7998	-0.5080			-0.9306	-3.4564	-1.5357	-5.6462																	7	0.1842	0.2763	0.0210	0.0921	0.9462	72	2	2
77	MODEL	0.9550	107.1851	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.8963	7.3670	14.3832	1.7533	-13.3476	-1.5886	-3.1544	-1.5754							-2.8051	-0.5091			-0.9224	-3.4478	-1.5275	-5.6441																	7	0.1818	0.2727	0.0210	0.0909	0.9461	73	2	2
78	MODEL	0.9539	109.5844	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.9601	7.7412	14.1082	1.7286	-13.0300	-1.5605	-3.0494	-1.5329							-2.8565	-0.5198			-0.8797	-3.3094	-1.5196	-5.6428																	7	0.1795	0.2692	0.0207	0.0897	0.9458	74	2	2
79	MODEL	0.9540	109.8044	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	38.0095	7.7120	14.0442	1.7310	-12.9690	-1.5633	-3.0405	-1.5379							-2.8376	-0.5189			-0.8779	-3.3236	-1.5076	-5.6324																	7	0.1772	0.2658	0.0205	0.0886	0.9455	74	3	2
80	MODEL	0.9539	110.7544	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	38.0870	7.5911	14.7951	1.7301	-13.4766	-1.5542	-3.0420	-1.5141							-2.8427	-0.5225			-0.9858	-2.8648	-1.4911	-5.6041																	7	0.1750	0.2625	0.0204	0.0875	0.5824	74	3	3
81	MODEL	0.9524	113.6293	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,humidity,precipitationMM	38.0501	-11.6899	13.1116	1.5417	-12.6304	-1.4658					3.4321	27.0525			-2.9532	-0.5427			-0.9438	-2.7595	-1.4687	-5.2199																	7	0.1728	0.2593	0.0229	0.0864	0.5895	77	1	3
82	MODEL	0.9528	113.4253	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.9834	7.6512	14.6791	1.7269	-13.3475	-1.5515	-3.0000	-1.5037							-2.8655	-0.5291			-0.9713	-2.8568	-1.4671	-5.2456																	7	0.1707	0.2561	0.0202	0.0854	0.5815	78	1	3
83	MODEL	0.9541	113.5965	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.8315	7.6455	14.6864	1.7270	-13.2852	-1.5515	-2.9815	-1.5033							-2.8520	-0.5292			-0.9652	-2.8559	-1.5015	-5.2542																	7	0.1687	0.2530	0.0202	0.0843	0.5815	79	1	3
84	MODEL	0.9549	114.0462	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,tempMinusWetBulb,precipitationMM	37.6986	7.6987	14.7612	1.7323	-13.3914	-1.5612	-3.0806	-1.5343							-2.8878	-0.5331			-0.9570	-2.8481	-1.4882	-5.2303																	7	0.1667	0.2500	0.0202	0.0833	0.5809	80	1	3
85	MODEL	0.9539	116.8848	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,humidity,precipitationMM	37.7916	-11.0328	13.4343	1.5343	-12.9079	-1.4396					3.4379	26.2034			-2.9359	-0.5418			-0.9414	-2.8179	-1.4770	-5.2131																	7	0.1647	0.2471	0.0228	0.0824	0.5854	82	0	3
86	MODEL	0.9544	117.0636	6	apparentTempC,apparentMinusTemp,windSpeedKPH,cloudCover,humidity,precipitationMM	37.8913	-11.0420	13.3637	1.5353	-12.8764	-1.4402					3.4332	26.1826			-2.9179	-0.5416			-0.9367	-2.8200	-1.4705	-5.2127																	7	0.1628	0.2442	0.0227	0.0814	0.5853	83	0	3
