n	status	R2	AICc	nFeatures	features	b0_std	b0_raw	apparentTempC_std	apparentTempC_raw	apparentMinusTemp_std	apparentMinusTemp_raw	tempMinusWetBulb_std	tempMinusWetBulb_raw	wetBulbMinusDewPoint_std	wetBulbMinusDewPoint_raw	humidity_std	humidity_raw	stationPressurePa_std	stationPressurePa_raw	windSpeedKPH_std	windSpeedKPH_raw	precipProbability_std	precipProbability_raw	precipitationMM_std	precipitationMM_raw	cloudCover_std	cloudCover_raw	cloudCoverLow_std	cloudCoverLow_raw	cloudCoverMedium_std	cloudCoverMedium_raw	cloudCoverHigh_std	cloudCoverHigh_raw	uvIndex_std	uvIndex_raw	isDaylight_std	isDaylight_raw	activity_std	activity_raw	dress_std	dress_raw	sun_std	sun_raw	m	h_lower	h_upper	h_min	h_mean	h_max	n_inRange	n_blended	n_extrapolated
18	MODEL	0.9999	39.9477	3	apparentTempC,cloudCover,windSpeedKPH	72.0470	4.2922	15.0537	1.3088											-4.0943	-0.6374					-190.0497	-5.9242																	4	0.4444	0.6667	0.0765	0.2222	0.5664	16	2	0
19	MODEL	0.9999	41.1152	3	apparentTempC,cloudCover,windSpeedKPH	69.7144	4.1109	15.1367	1.2894											-4.1030	-0.6201					-185.5567	-5.9304																	4	0.4211	0.6316	0.0698	0.2105	0.5624	17	2	0
20	MODEL	0.9999	39.3434	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	64.7692	4.0017	19.0539	1.5961	-4.4498	-0.3700									-5.7266	-0.7315					-181.8663	-5.9550																	5	0.5000	0.7500	0.0638	0.2500	0.5468	18	2	0
21	MODEL	0.9999	40.5715	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	63.2141	3.9289	20.1568	1.6006	-5.1707	-0.4025									-5.7972	-0.7302					-178.0557	-5.9633																	5	0.4762	0.7143	0.0637	0.2381	0.5462	19	2	0
22	MODEL	0.9999	40.7168	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	60.2814	4.0005	19.9209	1.6009	-5.1749	-0.4063									-5.6772	-0.7327					-174.1689	-5.9637																	5	0.4545	0.6818	0.0600	0.2273	0.5459	20	2	0
23	MODEL	0.9999	41.0639	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	57.4609	4.1341	19.6872	1.5927	-5.0681	-0.4030									-5.5770	-0.7367					-170.5227	-5.9640																	5	0.4348	0.6522	0.0575	0.2174	0.5454	21	2	0
24	MODEL	0.9999	44.3542	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	54.3500	3.6900	20.4502	1.6411	-5.4208	-0.4352									-5.3873	-0.7269					-167.0668	-5.9633																	5	0.4167	0.6250	0.0555	0.2083	0.5448	22	2	0
25	MODEL	0.9999	47.0688	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	77.1989	-5.3413	19.1831	1.4993	-7.9803	-0.6135					3.8810	19.2833			-5.6229	-0.7742					-197.1953	-5.9919																	6	0.4800	0.7200	0.0796	0.2400	0.4833	24	1	0
26	MODEL	0.9999	50.7480	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	74.5599	-4.8396	19.4072	1.5466	-8.3439	-0.6493					3.6237	18.2642			-5.4822	-0.7696					-193.7176	-5.9925																	6	0.4615	0.6923	0.0787	0.2308	0.4766	25	1	0
27	MODEL	0.9999	53.7812	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	71.9064	3.4254	20.6569	1.6746	-5.8731	-0.4647									-5.0812	-0.7030					-190.1549	-5.9829																	5	0.3704	0.5556	0.0516	0.1852	0.3771	26	1	0
28	MODEL	0.9999	54.4130	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	69.9671	3.4614	20.2185	1.6600	-5.6202	-0.4531									-5.0049	-0.7056					-187.0185	-5.9836																	5	0.3571	0.5357	0.0494	0.1786	0.3767	26	2	0
29	MODEL	0.9999	54.8001	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	89.2035	3.4375	20.6696	1.6598	-5.7716	-0.4519									-5.0470	-0.7033					-208.3226	-5.9823																	5	0.3448	0.5172	0.0492	0.1724	0.3300	29	0	0
30	MODEL	0.9999	55.2254	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	85.9208	3.4453	20.4166	1.6591	-5.6922	-0.4513									-4.9945	-0.7012					-205.3022	-5.9821																	5	0.3333	0.5000	0.0466	0.1667	0.3300	30	0	0
31	MODEL	0.9999	55.8505	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	83.5390	3.2986	20.1380	1.6643	-5.6430	-0.4551									-4.9823	-0.6925					-202.3524	-5.9827																	5	0.3226	0.4839	0.0464	0.1613	0.3226	30	1	0
32	MODEL	0.9999	56.1918	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	80.6000	3.3351	20.0844	1.6591	-5.5242	-0.4507									-4.9113	-0.6927					-199.5012	-5.9826																	5	0.3125	0.4688	0.0452	0.1563	0.3224	31	1	0
33	MODEL	0.9999	56.4734	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	78.3265	3.3066	19.8545	1.6605	-5.4513	-0.4515									-4.9410	-0.6911					-196.7684	-5.9826																	5	0.3030	0.4545	0.0451	0.1515	0.3207	32	1	0
34	MODEL	0.9999	57.3238	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	76.6485	-3.3872	19.7518	1.5876	-8.0036	-0.6314					2.6255	13.8570			-5.2627	-0.7356					-194.6590	-5.9970																	6	0.3529	0.5294	0.0539	0.1765	0.4121	33	1	0
35	MODEL	0.9999	57.7818	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	74.3188	-3.7171	19.5045	1.5871	-8.0365	-0.6406					2.7045	14.4840			-5.2342	-0.7318					-192.1765	-5.9972																	6	0.3429	0.5143	0.0527	0.1714	0.4120	33	2	0
36	MODEL	0.9999	57.9816	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	72.2727	-3.7448	19.3027	1.5865	-7.9838	-0.6425					2.6925	14.5855			-5.1625	-0.7322					-189.7364	-5.9972																	6	0.3333	0.5000	0.0415	0.1667	0.4112	34	2	0
37	MODEL	0.9999	58.2945	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	70.1343	-3.9744	19.1656	1.5869	-7.9540	-0.6455					2.7419	14.9013			-5.0948	-0.7291					-187.4446	-5.9973																	6	0.3243	0.4865	0.0404	0.1622	0.4100	35	2	0
38	MODEL	0.9999	60.3975	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	68.4877	9.6340	21.6867	1.8203	-10.3533	-0.8455	-2.9197	-2.0341							-5.0847	-0.7342					-185.1927	-5.9979																	6	0.3158	0.4737	0.0364	0.1579	0.4954	35	2	1
39	MODEL	0.9999	61.6174	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	67.2358	9.7971	22.2184	1.8319	-11.0244	-0.8754	-3.0521	-2.0892							-5.0503	-0.7389					-183.1744	-6.0018																	6	0.3077	0.4615	0.0364	0.1538	0.4953	36	2	1
40	MODEL	0.9999	61.7301	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	65.5150	9.7983	21.9930	1.8319	-10.9100	-0.8755	-3.0132	-2.0895							-4.9861	-0.7389					-181.0926	-6.0018																	6	0.3000	0.4500	0.0350	0.1500	0.4930	37	2	1
41	MODEL	0.9999	62.2971	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	63.6467	9.5749	21.8426	1.8177	-10.6245	-0.8554	-2.9004	-2.0020							-4.9274	-0.7362					-179.0409	-6.0018																	6	0.2927	0.4390	0.0342	0.1463	0.4692	38	2	1
42	MODEL	0.9999	62.6724	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	61.8639	9.4200	21.7299	1.8078	-10.4141	-0.8414	-2.8225	-1.9414							-4.8750	-0.7344					-177.0569	-6.0017																	6	0.2857	0.4286	0.0336	0.1429	0.4503	39	2	1
43	MODEL	0.9999	63.5587	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	60.7005	9.5711	21.6346	1.8217	-10.5325	-0.8599	-2.8528	-1.9831							-4.8285	-0.7360					-175.1394	-6.0018																	6	0.2791	0.4186	0.0325	0.1395	0.4497	39	3	1
44	MODEL	0.9999	64.9313	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	59.3758	-5.8765	18.0306	1.5361	-8.0734	-0.6668					3.5680	18.7691			-4.7414	-0.7216					-173.2697	-6.0011																	6	0.2727	0.4091	0.0352	0.1364	0.3359	40	4	0
45	MODEL	0.9999	65.7645	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	57.8332	9.7141	21.5388	1.8360	-10.5306	-0.8774	-2.9351	-2.0726							-4.7216	-0.7233					-171.4897	-6.0012																	6	0.2667	0.4000	0.0308	0.1333	0.4347	39	5	1
46	MODEL	0.9999	70.3239	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	56.5764	9.4275	21.0491	1.8060	-9.9523	-0.8353	-2.6553	-1.8684							-4.8934	-0.7422					-169.7612	-6.0004																	6	0.2609	0.3913	0.0303	0.1304	0.4100	40	5	1
47	MODEL	0.9999	71.6178	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	55.5818	9.2061	20.7666	1.8009	-9.7344	-0.8252	-2.5909	-1.8408							-4.8650	-0.7318					-168.0681	-6.0005																	6	0.2553	0.3830	0.0295	0.1277	0.4089	41	5	1
48	MODEL	0.9999	72.1588	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	54.4689	-4.6298	17.8215	1.5550	-7.5548	-0.6461					3.0010	16.1967			-4.8135	-0.7189					-166.4233	-6.0006																	6	0.2500	0.3750	0.0317	0.1250	0.3234	41	7	0
49	MODEL	0.9999	72.4691	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	53.4277	-4.6024	17.6018	1.5517	-7.4374	-0.6413					2.9580	16.1218			-4.7605	-0.7185					-164.8399	-6.0006																	6	0.2449	0.3673	0.0309	0.1224	0.3231	42	7	0
50	MODEL	0.9999	72.6451	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	52.5163	-4.6308	17.4291	1.5517	-7.3861	-0.6428					2.9434	16.2077			-4.7323	-0.7193					-163.2839	-6.0006																	6	0.2400	0.3600	0.0300	0.1200	0.3219	43	7	0
51	MODEL	0.9999	72.7804	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	51.7822	-4.6014	17.4255	1.5510	-7.3501	-0.6421					2.9436	16.1559			-4.6962	-0.7198					-161.8015	-6.0007																	6	0.2353	0.3529	0.0296	0.1176	0.3123	44	7	0
52	MODEL	0.9999	74.2530	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	62.6714	-4.5909	17.9916	1.5554	-7.5623	-0.6377					2.9494	15.8260			-4.7473	-0.7036					-177.5025	-6.0047																	6	0.2308	0.3462	0.0296	0.1154	0.2996	46	6	0
53	MODEL	0.9999	74.9724	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	61.8493	-4.6547	17.9251	1.5515	-7.5177	-0.6327					3.0023	16.0319			-4.7271	-0.7051					-175.9408	-6.0034																	6	0.2264	0.3396	0.0295	0.1132	0.2945	47	6	0
54	MODEL	0.9999	75.0831	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	60.9423	-4.6480	17.9273	1.5519	-7.5641	-0.6334					3.0239	16.0211			-4.7179	-0.7055					-174.4524	-6.0035																	6	0.2222	0.3333	0.0295	0.1111	0.2919	48	6	0
55	MODEL	0.9999	78.9290	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	59.7013	-5.0452	17.6167	1.5231	-7.4367	-0.6263					3.1939	17.0598			-4.6748	-0.7032					-172.9944	-6.0041																	6	0.2182	0.3273	0.0284	0.1091	0.2919	49	6	0
56	MODEL	0.9999	80.2338	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	58.3831	-4.7962	17.6360	1.5236	-7.3673	-0.6206					3.1025	16.5049			-4.7041	-0.6937					-171.5563	-6.0040																	6	0.2143	0.3214	0.0279	0.1071	0.2874	50	6	0
57	MODEL	0.9999	81.8163	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	57.4128	-4.7189	17.6539	1.5348	-7.3243	-0.6220					2.9903	16.0478			-4.6738	-0.6846					-170.1485	-6.0038																	6	0.2105	0.3158	0.0273	0.1053	0.2836	51	6	0
58	MODEL	0.9999	81.9984	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	56.8218	-4.7244	17.5623	1.5375	-7.2985	-0.6250					2.9682	16.0705			-4.7079	-0.6856					-168.7804	-6.0038																	6	0.2069	0.3103	0.0267	0.1034	0.2819	51	7	0
59	MODEL	0.9999	82.6217	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	56.1201	-4.6902	17.2799	1.5209	-7.0607	-0.6089					2.9428	16.0678			-4.6718	-0.6862					-167.4654	-6.0037																	6	0.2034	0.3051	0.0263	0.1017	0.2818	52	7	0
60	MODEL	0.9999	83.6236	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	55.1477	8.5647	19.7408	1.7491	-8.7120	-0.7558	-2.3635	-1.7152							-4.6664	-0.6891					-166.1481	-6.0033																	6	0.2000	0.3000	0.0230	0.1000	0.3583	52	7	1
61	MODEL	0.9999	86.9416	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	54.3316	-4.7136	17.0435	1.5211	-6.8682	-0.5999					2.8474	15.7729			-4.6118	-0.6773					-164.8711	-6.0033																	6	0.1967	0.2951	0.0251	0.0984	0.2793	53	8	0
62	MODEL	0.9999	87.1355	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	53.7778	-4.7376	17.3124	1.5208	-7.0256	-0.6019					2.8985	15.8336			-4.6077	-0.6783					-163.6575	-6.0037																	6	0.1935	0.2903	0.0250	0.0968	0.2761	54	8	0
63	MODEL	0.9999	93.1238	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	53.2801	-4.6299	16.7931	1.4798	-6.4755	-0.5593					2.8279	15.5715			-4.5602	-0.6678					-162.4439	-6.0038																	6	0.1905	0.2857	0.0248	0.0952	0.2752	55	8	0
64	MODEL	0.9999	96.6906	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	52.4409	-6.1113	16.5942	1.4700	-6.7652	-0.5867					3.3519	18.2026			-4.5295	-0.6604					-161.2732	-6.0046																	6	0.1875	0.2812	0.0248	0.0938	0.2744	56	8	0
65	MODEL	0.9999	97.5515	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	51.7926	-5.9837	16.4912	1.4724	-6.6707	-0.5831					3.2584	17.8198			-4.5149	-0.6556					-160.1207	-6.0047																	6	0.1846	0.2769	0.0244	0.0923	0.2723	57	8	0
66	MODEL	0.9999	99.1145	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	51.3903	-6.1054	16.4823	1.4743	-6.6917	-0.5873					3.3195	18.1763			-4.5684	-0.6611					-158.9666	-6.0038																	6	0.1818	0.2727	0.0243	0.0909	0.2712	58	8	0
67	MODEL	0.9999	100.5447	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	50.7029	-5.9643	16.4949	1.4744	-6.7571	-0.5911					3.3142	18.0193			-4.7103	-0.6700					-157.9202	-6.0056																	6	0.1791	0.2687	0.0242	0.0896	0.2670	59	8	0
68	MODEL	0.9999	100.9564	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	50.0042	-5.9767	16.4003	1.4704	-6.6972	-0.5896					3.3123	18.1319			-4.7415	-0.6723					-156.8236	-6.0057																	6	0.1765	0.2647	0.0238	0.0882	0.2646	60	8	0
69	MODEL	0.9999	102.2054	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	49.3652	-6.1997	16.2815	1.4705	-6.7423	-0.5978					3.3780	18.6242			-4.7109	-0.6729					-155.7689	-6.0057																	6	0.1739	0.2609	0.0232	0.0870	0.2645	61	7	1
70	MODEL	0.9999	102.4790	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	48.6025	-6.2134	16.2248	1.4701	-6.7190	-0.5982					3.3637	18.6568			-4.6895	-0.6727					-154.7159	-6.0058																	6	0.1714	0.2571	0.0226	0.0857	0.2644	62	7	1
71	MODEL	0.9999	102.8098	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	48.1453	-6.2196	16.2750	1.4699	-6.7400	-0.5965					3.3878	18.6632			-4.6638	-0.6718					-153.6890	-6.0053																	6	0.1690	0.2535	0.0226	0.0845	0.2637	63	7	1
72	MODEL	0.9999	107.1446	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,wetBulbMinusDewPoint	47.8050	8.0707	16.2450	1.4747	-5.5266	-0.4916			-2.2637	-0.7734					-4.4587	-0.6469					-152.6591	-6.0046																	6	0.1667	0.2500	0.0251	0.0833	0.2613	63	8	1
73	MODEL	0.9999	107.5426	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,wetBulbMinusDewPoint	46.9667	8.0938	16.2943	1.4756	-5.5335	-0.4928			-2.2915	-0.7785					-4.4579	-0.6478					-151.6656	-6.0046																	6	0.1644	0.2466	0.0251	0.0822	0.2610	64	8	1
74	MODEL	0.9998	109.3665	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,wetBulbMinusDewPoint	46.1177	7.9345	16.4940	1.4883	-5.5789	-0.4984			-2.2334	-0.7624					-4.4693	-0.6506					-150.6836	-6.0043																	6	0.1622	0.2432	0.0248	0.0811	0.2609	65	8	1
75	MODEL	0.9998	113.5501	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	45.6577	-6.6450	16.6834	1.5137	-7.1401	-0.6403					3.4643	19.2277			-4.5738	-0.6686					-149.7338	-6.0041																	6	0.1600	0.2400	0.0211	0.0800	0.2627	67	7	1
76	MODEL	0.9998	113.8684	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	45.0882	-6.6493	16.5784	1.5141	-7.1120	-0.6409					3.4453	19.2379			-4.5435	-0.6686					-148.8179	-6.0041																	6	0.1579	0.2368	0.0207	0.0789	0.2627	68	7	1
77	MODEL	0.9998	114.5543	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	44.4198	-6.7602	16.5580	1.5149	-7.1171	-0.6431					3.4749	19.4095			-4.5163	-0.6689					-147.8966	-6.0041																	6	0.1558	0.2338	0.0205	0.0779	0.2627	68	8	1
78	MODEL	0.9998	115.5365	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	44.1092	-6.8393	16.4836	1.5131	-7.0992	-0.6435					3.5179	19.6684			-4.5624	-0.6731					-146.9939	-6.0035																	6	0.1538	0.2308	0.0204	0.0769	0.2615	69	8	1
79	MODEL	0.9998	116.3340	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	43.9186	-6.9101	16.5677	1.5177	-7.1289	-0.6483					3.5417	19.8095			-4.5473	-0.6739					-146.0950	-6.0031																	6	0.1519	0.2278	0.0203	0.0759	0.2615	70	8	1
80	MODEL	0.9998	116.6221	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	43.1914	-6.8997	16.6297	1.5183	-7.1093	-0.6483					3.5201	19.7846			-4.5556	-0.6741					-145.2224	-6.0030																	6	0.1500	0.2250	0.0197	0.0750	0.2613	71	8	1
81	MODEL	0.9998	117.8355	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	42.5244	-6.9774	16.5914	1.5111	-7.0732	-0.6468					3.5453	20.0067			-4.5374	-0.6724					-144.3710	-6.0033																	6	0.1481	0.2222	0.0192	0.0741	0.2612	72	6	3
82	MODEL	0.9998	121.0783	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	42.0367	-7.5311	16.5555	1.5167	-7.2684	-0.6679					3.6871	20.9339			-4.5295	-0.6621					-143.5432	-6.0039																	6	0.1463	0.2195	0.0186	0.0732	0.2594	73	6	3
83	MODEL	0.9998	121.6292	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	41.3409	-7.4844	16.6107	1.5193	-7.2520	-0.6678					3.6541	20.8286			-4.5593	-0.6637					-142.7164	-6.0037																	6	0.1446	0.2169	0.0181	0.0723	0.2590	74	6	3
84	MODEL	0.9998	123.0643	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	40.8352	-7.7485	16.4497	1.5126	-7.2430	-0.6710					3.7412	21.4363			-4.5400	-0.6649					-141.9221	-6.0037																	6	0.1429	0.2143	0.0178	0.0714	0.2589	74	7	3
85	MODEL	0.9998	123.4615	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	40.2449	-7.6571	16.4130	1.5127	-7.2069	-0.6693					3.7224	21.2820			-4.5136	-0.6649					-141.1392	-6.0037																	6	0.1412	0.2118	0.0176	0.0706	0.2589	75	7	3
86	MODEL	0.9999	125.5910	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	47.0243	-7.8199	16.7816	1.5100	-7.4871	-0.6745					3.8424	21.6578			-4.5083	-0.6676					-152.6944	-5.9996																	6	0.1395	0.2093	0.0176	0.0698	0.2195	75	10	1
87	MODEL	0.9999	125.8862	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	46.6872	-7.8088	16.9664	1.5102	-7.5851	-0.6737					3.8753	21.6304			-4.5085	-0.6672					-151.8791	-5.9994																	6	0.1379	0.2069	0.0176	0.0690	0.2179	77	9	1
88	MODEL	0.9999	126.2977	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	46.4101	-7.7444	17.1684	1.5105	-7.6529	-0.6698					3.8861	21.4958			-4.4798	-0.6664					-151.0626	-5.9987																	6	0.1364	0.2045	0.0175	0.0682	0.2175	78	9	1
89	MODEL	0.9999	126.8349	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	45.7042	-7.6582	17.2016	1.5113	-7.6428	-0.6685					3.8645	21.2979			-4.5314	-0.6630					-150.2581	-5.9987																	6	0.1348	0.2022	0.0173	0.0674	0.2155	79	9	1
90	MODEL	0.9999	127.3989	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	45.2455	-7.5007	17.1380	1.5108	-7.5799	-0.6653					3.8252	21.0702			-4.5668	-0.6652					-149.4638	-5.9987																	6	0.1333	0.2000	0.0172	0.0667	0.2146	80	9	1
91	MODEL	0.9998	128.9999	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	44.6365	-7.2562	17.1238	1.5074	-7.4823	-0.6576					3.7596	20.6588			-4.5373	-0.6635					-148.6820	-5.9986																	6	0.1319	0.1978	0.0170	0.0659	0.2145	81	9	1
92	MODEL	0.9998	131.9214	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	44.0175	-7.5473	17.0815	1.5055	-7.5202	-0.6618					3.8661	21.2123			-4.5565	-0.6678					-147.9148	-5.9986																	6	0.1304	0.1957	0.0169	0.0652	0.2142	82	9	1
93	MODEL	0.9999	131.6417	6	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity,precipitationMM	43.8048	-6.7019	17.3126	1.5115	-6.9083	-0.5989					3.5337	19.2212			-4.3613	-0.6425			-0.6585	-1.2300	-147.3007	-6.0037																	7	0.1505	0.2258	0.0170	0.0753	0.5541	84	6	3
