n	status	R2	AICc	nFeatures	features	b0_std	b0_raw	apparentTempC_std	apparentTempC_raw	apparentMinusTemp_std	apparentMinusTemp_raw	tempMinusWetBulb_std	tempMinusWetBulb_raw	wetBulbMinusDewPoint_std	wetBulbMinusDewPoint_raw	humidity_std	humidity_raw	stationPressurePa_std	stationPressurePa_raw	windSpeedKPH_std	windSpeedKPH_raw	precipProbability_std	precipProbability_raw	precipitationMM_std	precipitationMM_raw	cloudCover_std	cloudCover_raw	cloudCoverLow_std	cloudCoverLow_raw	cloudCoverMedium_std	cloudCoverMedium_raw	cloudCoverHigh_std	cloudCoverHigh_raw	uvIndex_std	uvIndex_raw	isDaylight_std	isDaylight_raw	activity_std	activity_raw	dress_std	dress_raw	sun_std	sun_raw	m	h_lower	h_upper	h_min	h_mean	h_max	n_inRange	n_blended	n_extrapolated
15	MODEL	0.9998	33.0675	3	apparentTempC,cloudCover,precipitationMM	37.6447	-0.9026	14.0480	1.3738															-10.2884	-32.5100	-152.2886	-5.9331																	4	0.5333	0.8000	0.0804	0.2667	0.9999	13	0	2
16	MODEL	0.9998	37.1067	3	apparentTempC,cloudCover,precipitationMM	36.1180	-0.6521	14.4068	1.4542															-10.7104	-34.8677	-147.2764	-5.9276																	4	0.5000	0.7500	0.0778	0.2500	0.9998	14	0	2
17	MODEL	0.9998	38.2307	3	apparentTempC,cloudCover,precipitationMM	33.2974	-0.8146	14.5294	1.4825															-10.5861	-35.4482	-142.8583	-5.9262																	4	0.4706	0.7059	0.0703	0.2353	0.9998	15	0	2
18	MODEL	0.9995	49.8918	3	apparentTempC,cloudCover,precipitationMM	31.0119	-0.7984	13.3282	1.3038															-9.9182	-24.8427	-138.0845	-5.8920																	4	0.4444	0.6667	0.0700	0.2222	0.9997	15	1	2
19	MODEL	0.9995	51.8821	3	apparentTempC,cloudCover,precipitationMM	29.1021	-0.5951	12.9400	1.2909															-9.6542	-24.7587	-134.4604	-5.8925																	4	0.4211	0.6316	0.0651	0.2105	0.9997	16	1	2
20	MODEL	0.9996	54.7239	4	apparentTempC,cloudCover,precipitationMM,tempMinusWetBulb	27.5537	-6.5258	12.2085	1.2512			2.4271	1.5717											-7.6224	-19.9947	-131.5699	-5.9169																	5	0.5000	0.7500	0.0672	0.2500	0.9997	17	2	1
21	MODEL	0.9995	56.2180	4	apparentTempC,cloudCover,precipitationMM,tempMinusWetBulb	25.8541	-7.0540	11.9058	1.2493			2.5566	1.6846											-7.3071	-19.5873	-128.4670	-5.9191																	5	0.4762	0.7143	0.0658	0.2381	0.9997	17	3	1
22	MODEL	0.9997	46.8857	4	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH	24.8186	1.4462	13.8170	1.4127	-10.2547	-1.0245									-3.3664	-0.5243					-126.6062	-5.9697																	5	0.4545	0.6818	0.0645	0.2273	0.9997	21	0	1
23	MODEL	0.9997	47.2502	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	23.1976	1.4373	13.9650	1.4211	-10.2036	-1.0290									-3.4046	-0.5291					-123.7983	-5.9692																	5	0.4348	0.6522	0.0612	0.2174	0.9997	21	1	1
24	MODEL	0.9996	58.0304	4	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp	22.4726	2.1034	13.7253	1.4267	-10.1003	-1.0395									-3.5977	-0.5652					-121.1542	-5.9665																	5	0.4167	0.6250	0.0597	0.2083	0.9997	22	1	1
25	MODEL	0.9997	55.2829	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	22.0103	8.9922	19.1211	1.8435	-17.7588	-1.6716	-3.3909	-2.2287							-3.8652	-0.6139					-118.8526	-5.9744																	6	0.4800	0.7200	0.0779	0.2400	0.9996	23	1	1
26	MODEL	0.9996	60.5748	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	21.5823	9.8805	20.8442	1.9883	-19.3581	-1.8278	-3.9022	-2.5845							-3.7255	-0.6026					-116.4796	-5.9703																	6	0.4615	0.6923	0.0773	0.2308	0.9996	24	1	1
27	MODEL	0.9996	61.6494	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	20.8931	9.5246	21.5244	1.9517	-19.8935	-1.7589	-3.7717	-2.4419							-3.6650	-0.6041					-114.2115	-5.9643																	6	0.4444	0.6667	0.0769	0.2222	0.9996	25	1	1
28	MODEL	0.9998	62.1274	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	41.7168	9.5076	22.3792	1.9509	-20.7083	-1.7580	-3.7765	-2.4408							-3.7367	-0.6026					-155.5772	-5.9625																	6	0.4286	0.6429	0.0766	0.2143	0.5298	25	3	0
29	MODEL	0.9998	63.3519	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	40.5378	9.5316	23.5985	1.9642	-22.1361	-1.7931	-3.9316	-2.5032							-3.7030	-0.5871					-153.1445	-5.9678																	6	0.4138	0.6207	0.0766	0.2069	0.5283	26	3	0
30	MODEL	0.9998	64.0259	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	39.2007	9.7051	23.3401	1.9722	-21.9780	-1.8048	-4.0149	-2.5608							-3.6513	-0.5845					-150.6570	-5.9674																	6	0.4000	0.6000	0.0729	0.2000	0.5202	27	3	0
31	MODEL	0.9998	65.6650	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	37.6403	9.7242	22.9909	1.9327	-21.4191	-1.7700	-3.9153	-2.5392							-3.6032	-0.5733					-148.2850	-5.9680																	6	0.3871	0.5806	0.0658	0.1935	0.5156	28	3	0
32	MODEL	0.9998	66.1274	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	55.1799	9.7195	24.1072	1.9326	-22.5308	-1.7699	-3.9560	-2.5383							-3.5513	-0.5731					-175.8395	-5.9681																	6	0.3750	0.5625	0.0656	0.1875	0.5116	30	2	0
33	MODEL	0.9998	67.6013	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	53.9194	9.1220	22.6339	1.8361	-20.7058	-1.6522	-3.5407	-2.3072							-3.5083	-0.5752					-173.2794	-5.9669																	6	0.3636	0.5455	0.0656	0.1818	0.5012	30	3	0
34	MODEL	0.9998	68.3241	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	52.4402	9.0193	22.4726	1.8396	-20.5702	-1.6541	-3.5443	-2.3177							-3.5127	-0.5663					-170.8619	-5.9670																	6	0.3529	0.5294	0.0651	0.1765	0.4937	31	3	0
35	MODEL	0.9998	70.8352	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	50.8841	8.4303	22.1518	1.8197	-20.1241	-1.6215	-3.2823	-2.1318							-3.3932	-0.5485					-168.5374	-5.9669																	6	0.3429	0.5143	0.0647	0.1714	0.4722	32	3	0
36	MODEL	0.9998	72.3714	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	49.8702	8.1605	20.8375	1.7298	-18.6515	-1.5186	-3.0969	-2.0010							-3.3593	-0.5507					-166.3061	-5.9655																	6	0.3333	0.5000	0.0637	0.1667	0.4308	31	5	0
37	MODEL	0.9998	72.9233	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	48.6815	8.2641	20.6596	1.7379	-18.6267	-1.5305	-3.1072	-2.0309							-3.3180	-0.5515					-164.1912	-5.9658																	6	0.3243	0.4865	0.0629	0.1622	0.4306	32	5	0
38	MODEL	0.9998	73.6905	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	47.3859	8.2310	20.5282	1.7347	-18.5470	-1.5295	-3.0825	-2.0138							-3.3138	-0.5551					-162.1887	-5.9669																	6	0.3158	0.4737	0.0618	0.1579	0.4296	33	5	0
39	MODEL	0.9998	74.2810	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	46.3668	8.1860	20.3621	1.7420	-18.5265	-1.5366	-3.0821	-2.0045							-3.2626	-0.5528					-160.2007	-5.9670																	6	0.3077	0.4615	0.0618	0.1538	0.4109	34	5	0
40	MODEL	0.9998	74.7499	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	45.0687	8.2413	20.4138	1.7458	-18.5500	-1.5419	-3.1261	-2.0262							-3.2316	-0.5537					-158.2810	-5.9671																	6	0.3000	0.4500	0.0614	0.1500	0.3967	35	5	0
41	MODEL	0.9998	77.2377	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	43.4987	8.9830	20.7810	1.7633	-18.9710	-1.5695	-3.3647	-2.1756							-3.8982	-0.5956					-156.4043	-5.9662																	6	0.2927	0.4390	0.0605	0.1463	0.3916	36	5	0
42	MODEL	0.9998	79.8239	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	42.5049	9.5470	20.7480	1.7784	-19.1836	-1.6030	-3.5320	-2.3121							-3.8933	-0.6018					-154.6650	-5.9670																	6	0.2857	0.4286	0.0557	0.1429	0.3898	37	5	0
43	MODEL	0.9998	80.4547	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	41.5864	9.4597	21.1715	1.7760	-19.5398	-1.5935	-3.5399	-2.2884							-3.8364	-0.5997					-152.9354	-5.9656																	6	0.2791	0.4186	0.0555	0.1395	0.3890	37	6	0
44	MODEL	0.9998	80.9189	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	40.6509	9.4550	21.2198	1.7759	-19.6196	-1.5930	-3.5407	-2.2872							-3.8020	-0.5995					-151.2851	-5.9655																	6	0.2727	0.4091	0.0555	0.1364	0.3888	38	6	0
45	MODEL	0.9998	84.9474	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	39.6097	8.8322	21.0016	1.7552	-19.2341	-1.5613	-3.2942	-2.1217							-3.7238	-0.5738					-149.6712	-5.9659																	6	0.2667	0.4000	0.0555	0.1333	0.3823	40	5	0
46	MODEL	0.9998	85.5090	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	38.5907	8.8128	20.9866	1.7508	-19.1168	-1.5564	-3.2574	-2.1087							-3.6883	-0.5734					-148.0987	-5.9659																	6	0.2609	0.3913	0.0553	0.1304	0.3810	41	5	0
47	MODEL	0.9998	87.3627	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,humidity	37.5070	-7.2925	17.8814	1.4838	-16.7626	-1.3696					3.8916	19.1435			-3.6853	-0.5790					-146.5277	-5.9639																	6	0.2553	0.3830	0.0524	0.1277	0.3637	41	6	0
48	MODEL	0.9998	88.5213	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	36.7552	8.4652	21.3394	1.7847	-19.1714	-1.5815	-3.1818	-2.1018							-3.6286	-0.5617					-145.0979	-5.9659																	6	0.2500	0.3750	0.0524	0.1250	0.3801	43	4	1
49	MODEL	0.9998	89.2696	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	36.2292	8.6000	21.2737	1.7980	-19.2203	-1.5996	-3.2141	-2.1425							-3.5986	-0.5625					-143.6712	-5.9662																	6	0.2449	0.3673	0.0500	0.1224	0.3794	44	4	1
50	MODEL	0.9998	91.3800	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,humidity	35.3460	-7.2408	17.8414	1.5075	-16.6133	-1.3830					3.6801	18.4533			-3.6278	-0.5510					-142.2452	-5.9648																	6	0.2400	0.3600	0.0478	0.1200	0.3596	45	5	0
51	MODEL	0.9998	92.0887	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,humidity	34.4535	-7.1012	17.9359	1.5157	-16.5200	-1.3840					3.5777	18.1080			-3.6123	-0.5516					-140.8857	-5.9645																	6	0.2353	0.3529	0.0460	0.1176	0.3596	46	3	2
52	MODEL	0.9998	92.5695	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,humidity	33.8759	-7.1094	17.7983	1.5156	-16.4286	-1.3842					3.6210	18.1218			-3.6587	-0.5516					-139.5710	-5.9645																	6	0.2308	0.3462	0.0437	0.1154	0.3592	48	2	2
53	MODEL	0.9998	93.1300	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,humidity	33.2697	-7.0004	17.6081	1.5140	-16.2067	-1.3784					3.5389	17.8720			-3.6203	-0.5507					-138.3111	-5.9644																	6	0.2264	0.3396	0.0436	0.1132	0.3590	49	2	2
54	MODEL	0.9998	94.3647	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	32.6421	7.8081	20.5289	1.7795	-18.2045	-1.5591	-2.8884	-1.9295							-3.5753	-0.5480					-137.0905	-5.9655																	6	0.2222	0.3333	0.0348	0.1111	0.3555	49	2	3
55	MODEL	0.9998	95.6212	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	31.9387	8.1036	20.4577	1.7747	-18.1529	-1.5647	-2.9724	-2.0009							-3.5526	-0.5486					-135.8910	-5.9661																	6	0.2182	0.3273	0.0340	0.1091	0.3555	50	2	3
56	MODEL	0.9998	96.7744	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	31.4364	7.9584	20.8069	1.7717	-18.3784	-1.5507	-2.9595	-1.9684							-3.4996	-0.5430					-134.6789	-5.9638																	6	0.2143	0.3214	0.0340	0.1071	0.3545	51	2	3
57	MODEL	0.9997	100.1071	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,humidity	30.8597	-6.9101	17.6657	1.5125	-15.9361	-1.3545					3.3639	17.1888			-3.4541	-0.5294					-133.4870	-5.9620																	6	0.2105	0.3158	0.0393	0.1053	0.3564	51	3	3
58	MODEL	0.9997	100.5891	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,humidity	30.5380	-6.8848	17.5158	1.5115	-15.7736	-1.3526					3.3265	17.1305			-3.4391	-0.5290					-132.3654	-5.9620																	6	0.2069	0.3103	0.0375	0.1034	0.3558	52	3	3
59	MODEL	0.9997	101.3098	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	30.0136	7.2662	20.4642	1.7738	-17.8439	-1.5352	-2.7403	-1.8370							-3.3766	-0.5236					-131.3071	-5.9636																	6	0.2034	0.3051	0.0329	0.1017	0.3529	54	2	3
60	MODEL	0.9997	101.8888	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	29.5878	7.3922	20.3055	1.7729	-17.7213	-1.5373	-2.7538	-1.8592							-3.4364	-0.5273					-130.2395	-5.9636																	6	0.2000	0.3000	0.0328	0.1000	0.3520	55	2	3
61	MODEL	0.9997	104.0984	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	29.4508	7.6375	20.6710	1.8172	-18.2083	-1.5909	-2.8658	-1.9429							-3.4434	-0.5305					-129.2161	-5.9644																	6	0.1967	0.2951	0.0311	0.0984	0.3517	56	2	3
62	MODEL	0.9997	104.5741	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	29.0698	7.6618	20.5254	1.8180	-18.1027	-1.5924	-2.8505	-1.9469							-3.4342	-0.5312					-128.1992	-5.9644																	6	0.1935	0.2903	0.0308	0.0968	0.3514	57	2	3
63	MODEL	0.9997	105.0073	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	28.6518	7.6631	20.3732	1.8180	-17.9761	-1.5924	-2.8300	-1.9470							-3.4650	-0.5312					-127.2215	-5.9644																	6	0.1905	0.2857	0.0307	0.0952	0.3508	58	2	3
64	MODEL	0.9997	105.4830	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	28.1555	7.6432	20.3076	1.8189	-17.8873	-1.5926	-2.8068	-1.9449							-3.4365	-0.5311					-126.2493	-5.9644																	6	0.1875	0.2812	0.0258	0.0937	0.3508	59	2	3
65	MODEL	0.9997	110.3891	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	27.5952	7.1890	19.8589	1.7913	-17.2600	-1.5465	-2.5672	-1.7929							-3.4510	-0.5363					-125.2950	-5.9632																	6	0.1846	0.2769	0.0254	0.0923	0.3507	60	2	3
66	MODEL	0.9997	111.3451	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	27.1107	7.1168	19.8246	1.7935	-17.1778	-1.5457	-2.5346	-1.7825							-3.4210	-0.5357					-124.3621	-5.9630																	6	0.1818	0.2727	0.0248	0.0909	0.3507	60	3	3
67	MODEL	0.9997	112.1023	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	26.5659	7.1963	19.8126	1.7928	-17.1511	-1.5491	-2.5515	-1.8081							-3.4209	-0.5330					-123.4648	-5.9633																	6	0.1791	0.2687	0.0240	0.0896	0.3505	62	2	3
68	MODEL	0.9997	115.0324	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	26.3041	6.9834	19.2772	1.7558	-16.5266	-1.5034	-2.4146	-1.7226							-3.4085	-0.5350					-122.5611	-5.9626																	6	0.1765	0.2647	0.0240	0.0882	0.3504	62	3	3
69	MODEL	0.9997	116.3777	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	25.8829	6.9674	19.3694	1.7588	-16.7463	-1.5107	-2.4327	-1.7140							-3.4222	-0.5388					-121.7317	-5.9641																	6	0.1739	0.2609	0.0239	0.0870	0.3501	62	3	4
70	MODEL	0.9997	117.0464	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	25.8158	6.9259	19.4318	1.7712	-16.7779	-1.5225	-2.4489	-1.7099							-3.3928	-0.5378					-120.8818	-5.9642																	6	0.1714	0.2571	0.0239	0.0857	0.3500	63	4	3
71	MODEL	0.9997	117.5271	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	25.3362	6.9375	19.4495	1.7726	-16.7548	-1.5240	-2.4472	-1.7149							-3.3864	-0.5383					-120.0470	-5.9642																	6	0.1690	0.2535	0.0233	0.0845	0.3500	64	4	3
72	MODEL	0.9997	119.1486	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	25.0280	7.0543	19.2605	1.7616	-16.5544	-1.5141	-2.4146	-1.7030							-3.4748	-0.5474					-119.2233	-5.9639																	6	0.1667	0.2500	0.0226	0.0833	0.3493	65	4	3
73	MODEL	0.9997	119.6416	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	24.7128	7.0481	19.1035	1.7595	-16.4339	-1.5117	-2.4041	-1.7017							-3.4513	-0.5473					-118.4400	-5.9639																	6	0.1644	0.2466	0.0225	0.0822	0.3493	66	4	3
74	MODEL	0.9997	121.0252	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	24.3596	7.2236	19.1179	1.7721	-16.5661	-1.5323	-2.4825	-1.7693							-3.4268	-0.5431					-117.6801	-5.9645																	6	0.1622	0.2432	0.0223	0.0811	0.3491	67	4	3
75	MODEL	0.9997	121.5259	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	24.0608	7.1890	19.4114	1.7694	-16.9078	-1.5263	-2.4926	-1.7555							-3.4051	-0.5431					-116.9134	-5.9639																	6	0.1600	0.2400	0.0223	0.0800	0.3490	68	4	3
76	MODEL	0.9997	122.8438	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	24.0948	7.4192	19.6775	1.7951	-17.1490	-1.5585	-2.5770	-1.8259							-3.4653	-0.5481					-116.1665	-5.9642																	6	0.1579	0.2368	0.0223	0.0789	0.3486	70	2	4
77	MODEL	0.9997	126.0544	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	23.7356	7.1394	19.4831	1.7775	-16.8397	-1.5334	-2.4279	-1.7180							-3.4266	-0.5445					-115.4199	-5.9639																	6	0.1558	0.2338	0.0218	0.0779	0.3485	71	3	3
78	MODEL	0.9997	127.1391	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	23.3863	7.1537	19.4589	1.7808	-16.8180	-1.5368	-2.4419	-1.7338							-3.4029	-0.5443					-114.6923	-5.9639																	6	0.1538	0.2308	0.0215	0.0769	0.3485	72	2	4
79	MODEL	0.9997	127.6658	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	23.0686	7.1684	19.3800	1.7809	-16.7529	-1.5377	-2.4323	-1.7372							-3.3841	-0.5437					-113.9799	-5.9639																	6	0.1519	0.2278	0.0206	0.0759	0.3485	73	2	4
80	MODEL	0.9997	128.6310	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	23.0584	7.3096	19.4358	1.7933	-16.8240	-1.5540	-2.4697	-1.7742							-3.4357	-0.5475					-113.2823	-5.9641																	6	0.1500	0.2250	0.0206	0.0750	0.3481	74	2	4
81	MODEL	0.9997	130.0133	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	22.6342	7.2433	19.2210	1.7837	-16.5770	-1.5392	-2.3912	-1.7286							-3.5611	-0.5560					-112.6010	-5.9636																	6	0.1481	0.2222	0.0197	0.0741	0.3473	75	2	4
82	MODEL	0.9997	133.1936	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	22.5416	6.9235	19.0391	1.7592	-16.2212	-1.5088	-2.2492	-1.6277							-3.5299	-0.5527					-111.9370	-5.9642																	6	0.1463	0.2195	0.0197	0.0732	0.3472	76	2	4
83	MODEL	0.9997	133.6921	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	22.2823	6.9056	18.9427	1.7588	-16.1354	-1.5077	-2.2317	-1.6241							-3.5080	-0.5527					-111.2725	-5.9642																	6	0.1446	0.2169	0.0166	0.0723	0.3472	77	2	4
84	MODEL	0.9997	138.1426	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	21.9557	6.7211	19.4141	1.7580	-16.3151	-1.4774	-2.2215	-1.5983							-3.3912	-0.5341			-0.9954	-1.8761	-111.1392	-5.9916																	7	0.1667	0.2500	0.0166	0.0833	0.6233	79	1	4
85	MODEL	0.9996	140.0533	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	21.8381	6.8664	19.3094	1.7589	-16.2683	-1.4814	-2.2262	-1.6103							-3.4674	-0.5421			-0.9720	-1.8418	-110.4843	-5.9910																	7	0.1647	0.2471	0.0163	0.0824	0.6233	80	1	4
86	MODEL	0.9996	143.3412	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	21.6522	7.0360	19.0931	1.7455	-16.0739	-1.4709	-2.1995	-1.5994							-3.5714	-0.5546			-0.9383	-1.7873	-109.8310	-5.9898																	7	0.1628	0.2442	0.0162	0.0814	0.6233	81	1	4
87	MODEL	0.9997	144.1628	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	28.2788	7.0788	19.3563	1.7441	-16.3926	-1.4733	-2.2253	-1.6009							-3.5856	-0.5591			-0.8653	-1.6461	-125.2405	-5.9847																	7	0.1609	0.2414	0.0162	0.0805	0.6115	81	1	5
88	MODEL	0.9997	144.9304	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	27.9801	7.1682	19.2427	1.7395	-16.2763	-1.4705	-2.2222	-1.6078							-3.6346	-0.5631			-0.8541	-1.6331	-124.5439	-5.9845																	7	0.1591	0.2386	0.0160	0.0795	0.6115	82	1	5
89	MODEL	0.9997	145.4985	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	27.7494	7.1262	19.1980	1.7393	-16.2431	-1.4708	-2.2105	-1.6016							-3.6453	-0.5615			-0.8425	-1.6189	-123.8770	-5.9846																	7	0.1573	0.2360	0.0159	0.0787	0.6096	83	1	5
90	MODEL	0.9997	146.4610	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	27.5101	7.0477	19.3772	1.7329	-16.3928	-1.4557	-2.1842	-1.5672							-3.6393	-0.5623			-0.8594	-1.6572	-123.1949	-5.9835																	7	0.1556	0.2333	0.0159	0.0778	0.6086	84	1	5
