n	status	R2	AICc	nFeatures	features	b0_std	b0_raw	apparentTempC_std	apparentTempC_raw	apparentMinusTemp_std	apparentMinusTemp_raw	tempMinusWetBulb_std	tempMinusWetBulb_raw	wetBulbMinusDewPoint_std	wetBulbMinusDewPoint_raw	humidity_std	humidity_raw	stationPressurePa_std	stationPressurePa_raw	windSpeedKPH_std	windSpeedKPH_raw	precipProbability_std	precipProbability_raw	precipitationMM_std	precipitationMM_raw	cloudCover_std	cloudCover_raw	cloudCoverLow_std	cloudCoverLow_raw	cloudCoverMedium_std	cloudCoverMedium_raw	cloudCoverHigh_std	cloudCoverHigh_raw	uvIndex_std	uvIndex_raw	isDaylight_std	isDaylight_raw	activity_std	activity_raw	dress_std	dress_raw	sun_std	sun_raw	m	h_lower	h_upper	h_min	h_mean	h_max	n_inRange	n_blended	n_extrapolated
40	MODEL	0.9812	58.6910	5	apparentTempC,windSpeedKPH,apparentMinusTemp,cloudCover,tempMinusWetBulb	3.6417	8.9374	18.9337	1.7896	-9.0156	-0.8425	-2.5130	-1.8896							-4.1820	-0.7014					-2.1515	-5.0840																	6	0.3000	0.4500	0.0569	0.1500	0.3094	39	1	0
41	MODEL	0.9810	60.6853	5	apparentTempC,windSpeedKPH,apparentMinusTemp,cloudCover,tempMinusWetBulb	3.2527	9.4935	19.0184	1.8047	-9.2753	-0.8706	-2.7490	-2.0596							-4.2599	-0.7167					-2.1125	-5.0148																	6	0.2927	0.4390	0.0522	0.1463	0.2965	40	1	0
42	MODEL	0.9822	61.0254	5	apparentTempC,windSpeedKPH,apparentMinusTemp,cloudCover,tempMinusWetBulb	3.7761	9.7496	19.1228	1.8116	-9.3580	-0.8811	-2.8239	-2.1181							-4.3791	-0.7243					-2.0907	-5.0151																	6	0.2857	0.4286	0.0520	0.1429	0.2957	41	1	0
43	MODEL	0.9826	62.3247	5	apparentTempC,windSpeedKPH,apparentMinusTemp,cloudCover,tempMinusWetBulb	3.3067	9.2932	19.0579	1.8031	-9.1750	-0.8644	-2.6794	-2.0033							-4.4508	-0.7051					-2.1003	-5.0600																	6	0.2791	0.4186	0.0481	0.1395	0.2922	41	2	0
44	MODEL	0.9827	62.6608	5	apparentTempC,windSpeedKPH,apparentMinusTemp,cloudCover,tempMinusWetBulb	3.5358	9.3484	19.1281	1.8053	-9.2502	-0.8666	-2.7344	-2.0241							-4.4043	-0.7036					-2.0914	-5.0383																	6	0.2727	0.4091	0.0480	0.1364	0.2893	42	2	0
45	MODEL	0.9834	62.7333	5	apparentTempC,windSpeedKPH,apparentMinusTemp,cloudCover,tempMinusWetBulb	3.9528	9.3220	19.7338	1.8050	-9.5833	-0.8644	-2.7863	-2.0175							-4.3551	-0.7032					-2.1205	-5.0246																	6	0.2667	0.4000	0.0478	0.1333	0.2893	43	2	0
46	MODEL	0.9834	62.8347	5	apparentTempC,windSpeedKPH,apparentMinusTemp,cloudCover,tempMinusWetBulb	3.8771	9.2439	19.6849	1.8088	-9.5366	-0.8674	-2.7523	-2.0128							-4.3991	-0.6999					-2.1023	-4.9988																	6	0.2609	0.3913	0.0458	0.1304	0.2838	44	2	0
47	MODEL	0.9833	63.2013	5	apparentTempC,windSpeedKPH,apparentMinusTemp,cloudCover,tempMinusWetBulb	3.9133	8.9290	19.5315	1.8110	-9.3967	-0.8639	-2.6439	-1.9501							-4.4132	-0.6934					-2.0652	-4.9289																	6	0.2553	0.3830	0.0452	0.1277	0.2833	45	2	0
48	MODEL	0.9832	63.4290	5	apparentTempC,windSpeedKPH,apparentMinusTemp,cloudCover,tempMinusWetBulb	3.8455	8.9936	19.3812	1.8119	-9.3498	-0.8662	-2.6357	-1.9625							-4.3643	-0.6931					-2.0716	-4.9631																	6	0.2500	0.3750	0.0380	0.1250	0.2833	46	2	0
49	MODEL	0.9830	64.1398	5	apparentTempC,windSpeedKPH,apparentMinusTemp,cloudCover,tempMinusWetBulb	3.8506	9.1237	19.1728	1.8038	-9.1847	-0.8583	-2.6093	-1.9610							-4.4582	-0.7001					-2.0859	-5.0176																	6	0.2449	0.3673	0.0372	0.1224	0.2781	47	2	0
50	MODEL	0.9996	66.1314	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	16.2850	9.5438	19.5808	1.7973	-9.2763	-0.8363	-2.7435	-2.0212							-4.3797	-0.6947					-84.8619	-6.0389																	6	0.2400	0.3600	0.0288	0.1200	0.9995	48	1	1
51	MODEL	0.9996	67.0091	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	15.9036	9.6233	19.4602	1.7932	-9.2106	-0.8354	-2.7323	-2.0307							-4.3350	-0.6946					-84.0223	-6.0390																	6	0.2353	0.3529	0.0281	0.1176	0.9995	49	1	1
52	MODEL	0.9996	67.0529	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	15.8877	9.5956	19.4563	1.7906	-9.1507	-0.8325	-2.7118	-2.0204							-4.3002	-0.6949					-83.2206	-6.0391																	6	0.2308	0.3462	0.0278	0.1154	0.9994	50	1	1
53	MODEL	0.9996	70.2535	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	15.7522	9.8122	19.3459	1.7958	-9.1958	-0.8431	-2.7332	-2.0533							-4.3175	-0.7014					-82.4283	-6.0392																	6	0.2264	0.3396	0.0272	0.1132	0.9994	51	1	1
54	MODEL	0.9996	70.2967	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	15.4310	9.7741	19.1823	1.7951	-9.1013	-0.8412	-2.6944	-2.0435							-4.2758	-0.7012					-81.6688	-6.0392																	6	0.2222	0.3333	0.0264	0.1111	0.9994	52	1	1
55	MODEL	0.9996	70.3662	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	14.9879	9.7102	19.1392	1.7923	-9.0305	-0.8368	-2.6755	-2.0203							-4.2368	-0.7003					-80.9183	-6.0392																	6	0.2182	0.3273	0.0261	0.1091	0.9994	53	1	1
56	MODEL	0.9996	72.8093	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	14.5897	10.2333	19.0693	1.7849	-9.0947	-0.8480	-2.8431	-2.1621							-4.2029	-0.6985					-80.1944	-6.0397																	6	0.2143	0.3214	0.0251	0.1071	0.9994	54	1	1
57	MODEL	0.9998	75.1234	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	25.3482	10.2188	19.4856	1.7840	-9.3491	-0.8490	-2.8815	-2.1775							-4.2075	-0.6918					-111.0465	-6.0217																	6	0.2105	0.3158	0.0251	0.1053	0.5090	54	1	2
58	MODEL	0.9998	75.2166	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	25.2559	10.2411	19.8875	1.7844	-9.6021	-0.8514	-2.9353	-2.1827							-4.2071	-0.6927					-110.1186	-6.0220																	6	0.2069	0.3103	0.0251	0.1034	0.5089	55	1	2
59	MODEL	0.9998	80.2757	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	24.3331	10.9339	20.1193	1.7963	-9.8453	-0.8703	-3.1502	-2.3322							-4.7824	-0.7292					-109.1479	-6.0196																	6	0.2034	0.3051	0.0244	0.1017	0.5078	55	2	2
60	MODEL	0.9998	81.7416	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,tempMinusWetBulb	23.7580	10.8326	20.0000	1.7841	-9.6593	-0.8563	-3.0760	-2.2844							-4.7369	-0.7267					-108.2461	-6.0197																	6	0.2000	0.3000	0.0240	0.1000	0.5078	56	2	2
61	MODEL	0.9997	85.9844	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	23.7562	-6.3158	17.3660	1.5567	-7.9340	-0.7080					3.6586	19.9508			-4.6653	-0.7215					-107.3291	-6.0176																	6	0.1967	0.2951	0.0264	0.0984	0.5071	57	2	2
62	MODEL	0.9997	90.1109	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	23.3580	-6.8396	17.2164	1.5544	-8.0758	-0.7256					3.8321	21.0698			-4.6188	-0.7197					-106.4955	-6.0180																	6	0.1935	0.2903	0.0255	0.0968	0.5071	58	2	2
63	MODEL	0.9997	90.4587	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	23.4484	-6.8954	17.3264	1.5580	-8.0975	-0.7300					3.8565	21.1910			-4.6066	-0.7207					-105.6511	-6.0178																	6	0.1905	0.2857	0.0253	0.0952	0.5071	59	2	2
64	MODEL	0.9998	92.8730	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	32.7422	-6.7877	17.5879	1.5537	-8.2291	-0.7255					3.9054	21.1582			-4.6349	-0.7292					-127.0998	-6.0061																	6	0.1875	0.2812	0.0253	0.0938	0.3523	59	2	3
65	MODEL	0.9998	93.1853	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	32.2751	-6.7603	17.4239	1.5512	-8.1384	-0.7219					3.8655	21.0968			-4.5995	-0.7291					-126.1650	-6.0061																	6	0.1846	0.2769	0.0247	0.0923	0.3523	60	2	3
66	MODEL	0.9998	94.1982	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	31.5087	-6.7713	17.5536	1.5582	-8.1667	-0.7262					3.8535	21.0768			-4.6256	-0.7326					-125.2297	-6.0058																	6	0.1818	0.2727	0.0242	0.0909	0.3520	60	3	3
67	MODEL	0.9998	94.4061	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	30.9655	-6.8132	17.4378	1.5584	-8.1367	-0.7277					3.8382	21.1535			-4.6252	-0.7320					-124.3313	-6.0059																	6	0.1791	0.2687	0.0234	0.0896	0.3517	61	3	3
68	MODEL	0.9998	103.9829	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	30.8399	-6.7520	16.7902	1.5033	-7.4561	-0.6719					3.7721	20.9404			-4.5798	-0.7181					-123.4489	-6.0063																	6	0.1765	0.2647	0.0231	0.0882	0.3512	62	3	3
69	MODEL	0.9998	104.9733	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	39.3498	-6.7480	17.2181	1.5074	-7.6787	-0.6720					3.8040	20.7526			-4.6302	-0.7097					-140.5639	-6.0108																	6	0.1739	0.2609	0.0231	0.0870	0.3035	62	5	2
70	MODEL	0.9998	108.2150	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	38.8238	-7.5492	17.1704	1.5137	-7.9644	-0.7011					4.0241	22.1098			-4.6099	-0.6968					-139.6103	-6.0114																	6	0.1714	0.2571	0.0222	0.0857	0.3018	63	5	2
71	MODEL	0.9998	109.2216	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	38.3835	-8.1710	16.8648	1.4975	-7.9668	-0.7035					4.2899	23.3483			-4.5975	-0.6971					-138.6695	-6.0117																	6	0.1690	0.2535	0.0222	0.0845	0.3017	63	5	3
72	MODEL	0.9998	111.1524	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	37.6115	-8.5397	17.0617	1.5085	-8.1320	-0.7200					4.4032	23.9037			-4.5686	-0.6974					-137.7436	-6.0119																	6	0.1667	0.2500	0.0220	0.0833	0.3017	64	4	4
73	MODEL	0.9998	114.1374	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	37.2554	-8.9770	16.8739	1.5000	-8.1312	-0.7225					4.5785	24.8334			-4.5344	-0.6959					-136.8183	-6.0108																	6	0.1644	0.2466	0.0217	0.0822	0.3017	65	4	4
74	MODEL	0.9998	114.7104	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	37.0249	-9.0255	16.7997	1.4984	-8.1070	-0.7227					4.6079	25.0138			-4.5931	-0.6991					-135.9331	-6.0105																	6	0.1622	0.2432	0.0215	0.0811	0.3001	66	4	4
75	MODEL	0.9998	116.6867	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	36.6686	-8.8425	16.7349	1.5027	-7.9964	-0.7177					4.4709	24.4169			-4.5715	-0.6906					-135.0674	-6.0106																	6	0.1600	0.2400	0.0211	0.0800	0.2983	67	4	4
76	MODEL	0.9998	118.1223	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	36.0004	-8.6728	16.7654	1.5044	-7.9698	-0.7154					4.4099	24.0180			-4.5804	-0.6832					-134.2080	-6.0106																	6	0.1579	0.2368	0.0209	0.0789	0.2966	68	4	4
77	MODEL	0.9998	118.9417	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	35.4760	-8.2881	16.7440	1.5065	-7.8629	-0.7075					4.3196	23.3129			-4.5527	-0.6834					-133.3586	-6.0103																	6	0.1558	0.2338	0.0209	0.0779	0.2966	70	3	4
78	MODEL	0.9998	120.1927	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	34.8864	-8.1064	16.8755	1.5182	-7.8456	-0.7094					4.2016	22.8202			-4.5185	-0.6824					-132.5259	-6.0101																	6	0.1538	0.2308	0.0203	0.0769	0.2965	71	3	4
79	MODEL	0.9998	122.0561	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	34.4148	-8.4523	16.6829	1.5084	-7.8382	-0.7132					4.3229	23.6159			-4.4949	-0.6830					-131.7291	-6.0102																	6	0.1519	0.2278	0.0197	0.0759	0.2965	72	3	4
80	MODEL	0.9998	122.9061	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	33.8460	-8.1857	16.6787	1.5077	-7.7479	-0.7061					4.2610	23.1267			-4.4640	-0.6816					-130.9274	-6.0100																	6	0.1500	0.2250	0.0197	0.0750	0.2963	73	3	4
81	MODEL	0.9998	125.9403	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	33.4944	-8.3438	16.5989	1.5090	-7.7071	-0.7061					4.2449	23.1578			-4.4343	-0.6722					-130.1411	-6.0099																	6	0.1481	0.2222	0.0195	0.0741	0.2951	74	3	4
82	MODEL	0.9998	126.3147	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	33.2896	-8.3527	16.5115	1.5092	-7.6653	-0.7066					4.2264	23.1785			-4.4219	-0.6723					-129.3713	-6.0099																	6	0.1463	0.2195	0.0191	0.0732	0.2949	75	3	4
83	MODEL	0.9998	126.6762	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	33.1978	-8.3643	16.7544	1.5094	-7.8464	-0.7073					4.2777	23.1974			-4.4079	-0.6722					-128.6293	-6.0100																	6	0.1446	0.2169	0.0190	0.0723	0.2949	76	3	4
84	MODEL	0.9998	127.0917	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	32.8283	-8.3844	16.7213	1.5114	-7.8218	-0.7086					4.2540	23.1807			-4.4253	-0.6705					-127.8852	-6.0100																	6	0.1429	0.2143	0.0188	0.0714	0.2934	77	3	4
85	MODEL	0.9998	127.4309	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	32.5345	-8.3884	16.6263	1.5113	-7.7823	-0.7089					4.2309	23.1931			-4.4120	-0.6707					-127.1545	-6.0100																	6	0.1412	0.2118	0.0185	0.0706	0.2930	78	3	4
86	MODEL	0.9998	128.0692	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	32.3783	-8.3977	16.6120	1.5092	-7.7769	-0.7060					4.2607	23.2629			-4.4072	-0.6721					-126.4360	-6.0094																	6	0.1395	0.2093	0.0184	0.0698	0.2929	79	3	4
87	MODEL	0.9998	129.4203	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	39.2131	-8.5011	16.8975	1.5124	-7.9993	-0.7105					4.3186	23.3434			-4.3956	-0.6666					-139.6198	-6.0051																	6	0.1379	0.2069	0.0184	0.0690	0.2575	79	5	3
88	MODEL	0.9998	130.1677	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	39.1324	-8.3104	17.1821	1.5122	-8.0571	-0.7016					4.3001	23.0287			-4.4345	-0.6690					-138.8463	-6.0038																	6	0.1364	0.2045	0.0183	0.0682	0.2571	80	4	4
89	MODEL	0.9998	132.1369	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	45.6957	-8.4398	17.5033	1.5096	-8.2998	-0.7054					4.4083	23.3373			-4.4269	-0.6712					-150.2737	-5.9997																	6	0.1348	0.2022	0.0183	0.0674	0.2186	80	8	1
90	MODEL	0.9998	133.3603	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	45.0831	-8.5909	17.4185	1.5008	-8.2584	-0.7042					4.4560	23.7073			-4.4110	-0.6701					-149.4871	-5.9999																	6	0.1333	0.2000	0.0178	0.0667	0.2185	81	8	1
91	MODEL	0.9998	133.6978	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	44.6142	-8.6307	17.3161	1.5003	-8.2202	-0.7048					4.4567	23.7853			-4.4112	-0.6697					-148.7104	-5.9999																	6	0.1319	0.1978	0.0175	0.0659	0.2181	82	8	1
92	MODEL	0.9998	135.4411	5	apparentTempC,cloudCover,windSpeedKPH,apparentMinusTemp,humidity	44.2606	-8.4901	17.2827	1.5057	-8.1519	-0.7028					4.3500	23.3244			-4.3917	-0.6634					-147.9436	-6.0000																	6	0.1304	0.1957	0.0172	0.0652	0.2168	83	8	1
