n	status	R2	AICc	nFeatures	features	b0_std	b0_raw	apparentTempC_std	apparentTempC_raw	apparentMinusTemp_std	apparentMinusTemp_raw	tempMinusWetBulb_std	tempMinusWetBulb_raw	wetBulbMinusDewPoint_std	wetBulbMinusDewPoint_raw	humidity_std	humidity_raw	stationPressurePa_std	stationPressurePa_raw	windSpeedKPH_std	windSpeedKPH_raw	precipProbability_std	precipProbability_raw	precipitationMM_std	precipitationMM_raw	cloudCover_std	cloudCover_raw	cloudCoverLow_std	cloudCoverLow_raw	cloudCoverMedium_std	cloudCoverMedium_raw	cloudCoverHigh_std	cloudCoverHigh_raw	uvIndex_std	uvIndex_raw	isDaylight_std	isDaylight_raw	activity_std	activity_raw	dress_std	dress_raw	sun_std	sun_raw	m	h_lower	h_upper	h_min	h_mean	h_max	n_inRange	n_blended	n_extrapolated
15	MODEL	0.8927	37.8662	3	apparentTempC,apparentMinusTemp,windSpeedKPH	1.0097	1.0736	21.4297	1.9455	-19.7644	-1.7253									-4.5448	-0.6816																							4	0.5333	0.8000	0.1437	0.2667	0.5259	15	0	0
16	MODEL	0.8039	48.0709	3	apparentTempC,cloudCover,precipitationMM	1.2256	1.4786	10.2637	0.9592															-6.6111	-11.3821	-5.2868	-15.4783																	4	0.5000	0.7500	0.0986	0.2500	0.9686	14	1	1
17	MODEL	0.9992	57.2680	3	apparentTempC,cloudCover,precipitationMM	36.3244	0.1929	9.3384	0.8155															-7.1910	-12.4346	-142.4542	-5.9174																	4	0.4706	0.7059	0.0708	0.2353	0.9999	14	1	2
18	MODEL	0.9992	58.8349	3	apparentTempC,cloudCover,precipitationMM	34.2114	0.0686	9.2735	0.8234															-7.0434	-12.4913	-138.4107	-5.9169																	4	0.4444	0.6667	0.0662	0.2222	0.9999	15	1	2
19	MODEL	0.9992	60.2624	3	apparentTempC,cloudCover,precipitationMM	32.8719	0.0864	9.0848	0.8285															-6.9272	-12.5854	-134.6835	-5.9161																	4	0.4211	0.6316	0.0621	0.2105	0.9999	16	1	2
20	MODEL	0.9995	58.4411	4	apparentTempC,cloudCover,precipitationMM,apparentMinusTemp	30.9182	-1.7226	16.1814	1.4725	-8.4525	-0.7317													-5.5557	-10.3292	-131.8758	-5.9440																	5	0.5000	0.7500	0.0685	0.2500	0.9999	17	1	2
21	MODEL	0.9994	63.0188	4	apparentTempC,cloudCover,precipitationMM,apparentMinusTemp	29.5892	-1.8817	17.0575	1.4659	-10.5863	-0.8649													-4.2941	-8.1890	-129.2548	-5.9672																	5	0.4762	0.7143	0.0683	0.2381	0.9999	19	0	2
22	MODEL	0.9994	64.1043	4	apparentTempC,cloudCover,precipitationMM,apparentMinusTemp	27.9693	-1.8181	16.9151	1.4522	-10.2910	-0.8534													-4.2032	-8.1838	-126.2656	-5.9670																	5	0.4545	0.6818	0.0661	0.2273	0.9999	20	0	2
23	MODEL	0.9994	65.6040	4	apparentTempC,cloudCover,precipitationMM,apparentMinusTemp	27.0771	-1.7617	16.8311	1.4623	-10.0371	-0.8445													-4.3022	-8.5453	-123.4598	-5.9641																	5	0.4348	0.6522	0.0646	0.2174	0.9999	21	0	2
24	MODEL	0.9997	49.1467	4	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH	26.5483	2.7777	16.4532	1.4497	-13.1662	-1.1268									-3.6460	-0.5595					-121.1561	-5.9773																	5	0.4167	0.6250	0.0792	0.2083	0.9999	22	1	1
25	MODEL	0.9998	40.7222	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	25.6093	2.0070	16.2891	1.4396	-11.5206	-0.9831									-2.9262	-0.4559			-2.0757	-4.2814	-118.6572	-5.9735																	6	0.4800	0.7200	0.0831	0.2400	0.9999	23	0	2
26	MODEL	0.9997	51.7608	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	25.0428	1.7282	16.7743	1.4894	-11.5088	-0.9939									-2.6633	-0.4216			-2.2971	-4.8329	-116.2565	-5.9674																	6	0.4615	0.6923	0.0823	0.2308	0.9999	24	0	2
27	MODEL	0.9997	51.9985	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	24.2565	1.6768	17.2571	1.4887	-11.8083	-0.9859									-2.6175	-0.4149			-2.3213	-4.9344	-114.0801	-5.9662																	6	0.4444	0.6667	0.0819	0.2222	0.9999	24	1	2
28	MODEL	0.9997	52.1922	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	23.4266	1.6528	17.0762	1.4885	-11.6798	-0.9843									-2.5729	-0.4154			-2.2871	-4.9398	-112.0096	-5.9662																	6	0.4286	0.6429	0.0553	0.2143	0.9999	25	1	2
29	MODEL	0.9997	53.1894	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	22.2222	1.5719	17.5692	1.5153	-11.8653	-1.0057									-2.6308	-0.4256			-2.2353	-4.9031	-110.0499	-5.9662																	6	0.4138	0.6207	0.0521	0.2069	0.9999	26	1	2
30	MODEL	0.9997	53.4606	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	21.1424	1.5453	17.7627	1.5249	-11.8612	-1.0138									-2.6469	-0.4295			-2.1926	-4.8821	-108.1899	-5.9662																	6	0.4000	0.6000	0.0500	0.2000	0.9999	27	1	2
31	MODEL	0.9997	53.8712	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	20.4474	1.4796	17.6396	1.5237	-11.7521	-1.0081									-2.5893	-0.4272			-2.1862	-4.9392	-106.4153	-5.9660																	6	0.3871	0.5806	0.0471	0.1935	0.9999	28	1	2
32	MODEL	0.9997	54.0564	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	19.7224	1.4803	17.6016	1.5212	-11.8115	-1.0055									-2.5739	-0.4260			-2.2416	-4.8651	-104.7336	-5.9652																	6	0.3750	0.5625	0.0470	0.1875	0.9999	29	1	2
33	MODEL	0.9997	55.1821	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	19.0164	1.5627	17.9817	1.5194	-12.1850	-1.0108									-2.6417	-0.4352			-2.3493	-4.9386	-103.2021	-5.9677																	6	0.3636	0.5455	0.0470	0.1818	0.9999	30	1	2
34	MODEL	0.9997	56.8094	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	18.3238	1.6513	17.6000	1.5060	-11.8302	-0.9957									-2.5848	-0.4324			-2.3789	-5.0626	-101.6818	-5.9668																	6	0.3529	0.5294	0.0461	0.1765	0.9998	31	1	2
35	MODEL	0.9997	56.9474	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	17.7160	1.6642	17.3576	1.5071	-11.6823	-0.9981									-2.6115	-0.4353			-2.3293	-5.0169	-100.2160	-5.9669																	6	0.3429	0.5143	0.0455	0.1714	0.9998	32	1	2
36	MODEL	0.9996	61.1629	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	17.9640	1.7748	18.1698	1.5889	-12.4682	-1.0798									-2.8010	-0.4575			-2.2506	-4.9048	-98.8158	-5.9672																	6	0.3333	0.5000	0.0435	0.1667	0.9998	34	0	2
37	MODEL	0.9996	61.4309	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	17.4900	1.7625	17.9322	1.5878	-12.2870	-1.0755									-2.7568	-0.4545			-2.2637	-4.9904	-97.4707	-5.9669																	6	0.3243	0.4865	0.0434	0.1622	0.9998	35	0	2
38	MODEL	0.9998	68.3314	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM,tempMinusWetBulb	32.7905	6.4622	20.6562	1.7557	-17.8132	-1.4867	-2.1987	-1.5730							-2.9120	-0.4860			-1.3898	-1.9695	-134.8780	-5.9992																	7	0.3684	0.5526	0.0439	0.1842	0.7769	35	1	2
39	MODEL	0.9997	74.8723	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	31.4547	8.6376	21.3025	1.7894	-19.5779	-1.6191	-2.9532	-2.0832							-3.8681	-0.5781					-132.6394	-5.9751																	6	0.3077	0.4615	0.0405	0.1538	0.5071	36	1	2
40	MODEL	0.9997	75.4524	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	30.3567	8.6087	21.5098	1.7939	-19.5841	-1.6214	-2.9261	-2.0807							-3.8731	-0.5801					-131.0083	-5.9750																	6	0.3000	0.4500	0.0390	0.1500	0.5071	37	1	2
41	MODEL	0.9998	74.8677	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM,tempMinusWetBulb	29.8826	6.9598	21.2578	1.7496	-17.9906	-1.4609	-2.2743	-1.6010							-3.6548	-0.5502			-1.3490	-1.9786	-129.8739	-5.9950																	7	0.3415	0.5122	0.0395	0.1707	0.7619	38	1	2
42	MODEL	0.9997	79.4310	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	29.5292	2.5427	18.9198	1.5600	-13.4798	-1.1053									-3.7298	-0.5644			-1.5453	-2.2906	-128.2373	-5.9898																	6	0.2857	0.4286	0.0383	0.1429	0.7554	38	1	3
43	MODEL	0.9997	80.2392	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	29.0174	2.4582	19.3543	1.5634	-13.8761	-1.1110									-3.7292	-0.5567			-1.6027	-2.3690	-126.8515	-5.9924																	6	0.2791	0.4186	0.0383	0.1395	0.7491	39	2	2
44	MODEL	0.9997	80.5134	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	28.3205	6.8468	21.0532	1.7141	-17.7878	-1.4338	-2.1751	-1.5489							-3.6071	-0.5445			-1.2554	-1.8740	-125.5213	-5.9954																	7	0.3182	0.4773	0.0374	0.1591	0.7562	41	1	2
45	MODEL	0.9997	80.9425	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	27.6221	6.8238	21.0403	1.7162	-17.7339	-1.4350	-2.1659	-1.5520							-3.5612	-0.5438			-1.2479	-1.8810	-124.1434	-5.9954																	7	0.3111	0.4667	0.0361	0.1556	0.7561	42	1	2
46	MODEL	0.9997	84.3322	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,precipitationMM	26.9810	2.5596	18.9624	1.5620	-13.6556	-1.1126									-3.7531	-0.5613			-1.5399	-2.3432	-122.7388	-5.9920																	6	0.2609	0.3913	0.0315	0.1304	0.7483	42	1	3
47	MODEL	0.9997	82.8231	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	26.5011	6.7845	20.4593	1.6958	-17.2391	-1.4096	-2.1741	-1.5084							-3.7622	-0.5558			-1.2046	-1.8502	-121.5001	-5.9946																	7	0.2979	0.4468	0.0342	0.1489	0.7560	43	2	2
48	MODEL	0.9997	84.0245	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	25.7579	6.9542	20.4290	1.6851	-17.1382	-1.4062	-2.2036	-1.5447							-3.7377	-0.5529			-1.1859	-1.8383	-120.2504	-5.9947																	7	0.2917	0.4375	0.0333	0.1458	0.7560	44	2	2
49	MODEL	0.9997	87.1860	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	25.3384	7.2006	19.9243	1.6597	-16.8232	-1.3857	-2.3374	-1.6239							-3.7171	-0.5557			-1.1771	-1.8410	-119.0307	-5.9944																	7	0.2857	0.4286	0.0320	0.1429	0.7559	45	2	2
50	MODEL	0.9996	95.7154	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	24.9476	9.3032	20.2184	1.6968	-18.5036	-1.5351	-3.0338	-2.1289							-4.0303	-0.6053					-117.4623	-5.9736																	6	0.2400	0.3600	0.0303	0.1200	0.5062	46	2	2
51	MODEL	0.9996	96.4971	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	24.3378	9.4567	20.1826	1.6917	-18.3895	-1.5351	-3.0526	-2.1628							-3.9966	-0.6060					-116.3259	-5.9738																	6	0.2353	0.3529	0.0296	0.1176	0.5060	47	2	2
52	MODEL	0.9996	97.2292	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	24.2406	9.4793	19.8666	1.6791	-18.1178	-1.5227	-3.0838	-2.1674							-3.9760	-0.6057					-115.2146	-5.9736																	6	0.2308	0.3462	0.0284	0.1154	0.5059	49	1	2
53	MODEL	0.9996	98.6254	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	23.7006	9.3879	19.8967	1.6843	-18.0732	-1.5245	-3.0597	-2.1652							-3.9274	-0.6041					-114.1325	-5.9733																	6	0.2264	0.3396	0.0276	0.1132	0.5058	50	1	2
54	MODEL	0.9996	99.2523	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	23.2695	9.3602	19.9261	1.6837	-18.1159	-1.5216	-3.0514	-2.1584							-3.8912	-0.6028					-113.0917	-5.9728																	6	0.2222	0.3333	0.0276	0.1111	0.5057	51	1	2
55	MODEL	0.9996	100.8942	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	23.0194	9.2984	19.8645	1.6704	-17.9725	-1.4968	-2.9592	-2.0931							-3.9957	-0.6122					-112.0471	-5.9706																	6	0.2182	0.3273	0.0276	0.1091	0.5057	52	1	2
56	MODEL	0.9996	101.7089	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	22.7448	9.2076	19.7570	1.6753	-17.9433	-1.4997	-2.9413	-2.0650							-3.9510	-0.6105					-111.0551	-5.9706																	6	0.2143	0.3214	0.0269	0.1071	0.5056	53	1	2
57	MODEL	0.9996	103.2916	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	22.2251	8.3312	19.7995	1.6852	-17.1893	-1.4428	-2.8403	-1.9810							-3.6387	-0.5567			-1.1023	-1.8338	-110.5456	-5.9942																	7	0.2456	0.3684	0.0268	0.1228	0.7477	53	1	3
58	MODEL	0.9996	108.1729	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	22.2080	9.7232	20.3546	1.7469	-18.8644	-1.5938	-3.3603	-2.3475							-3.8744	-0.5955					-109.2002	-5.9723																	6	0.2069	0.3103	0.0257	0.1034	0.5056	54	2	2
59	MODEL	0.9996	109.4800	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	21.7422	9.5266	20.1739	1.7361	-18.6074	-1.5765	-3.2496	-2.2581							-3.8502	-0.5967					-108.2947	-5.9719																	6	0.2034	0.3051	0.0252	0.1017	0.5056	55	2	2
60	MODEL	0.9996	110.0893	5	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb	21.2872	9.5614	20.2069	1.7381	-18.6205	-1.5795	-3.2860	-2.2728							-3.8216	-0.5969					-107.3993	-5.9720																	6	0.2000	0.3000	0.0248	0.1000	0.5056	56	2	2
61	MODEL	0.9996	112.0571	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	20.9147	7.7512	20.0067	1.7273	-17.2075	-1.4688	-2.6946	-1.8794							-3.4897	-0.5402			-1.1222	-1.9236	-106.9356	-5.9950																	7	0.2295	0.3443	0.0246	0.1148	0.7467	57	1	3
62	MODEL	0.9997	112.7863	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	30.3186	7.7626	20.2711	1.7287	-17.5190	-1.4727	-2.7152	-1.8912							-3.5053	-0.5384			-1.1002	-1.8519	-128.7229	-5.9901																	7	0.2258	0.3387	0.0246	0.1129	0.6595	57	1	4
63	MODEL	0.9997	115.7466	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	29.7808	7.3767	20.0470	1.7072	-17.1098	-1.4397	-2.5106	-1.7410							-3.4577	-0.5339			-1.1121	-1.8850	-127.7239	-5.9900																	7	0.2222	0.3333	0.0242	0.1111	0.6594	58	1	4
64	MODEL	0.9998	116.2852	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	38.5786	7.3744	20.4233	1.7073	-17.5051	-1.4396	-2.5325	-1.7408							-3.5447	-0.5337			-1.1633	-1.8862	-145.1565	-5.9901																	7	0.2188	0.3281	0.0242	0.1094	0.6068	58	3	3
65	MODEL	0.9998	118.1253	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	38.2266	7.6479	20.4832	1.7181	-17.5903	-1.4547	-2.6136	-1.8045							-3.6195	-0.5411			-1.1537	-1.8849	-144.0869	-5.9897																	7	0.2154	0.3231	0.0240	0.1077	0.6068	59	3	3
66	MODEL	0.9998	118.9788	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	37.5298	7.7582	20.4978	1.7149	-17.5568	-1.4561	-2.6313	-1.8307							-3.6022	-0.5400			-1.1402	-1.8749	-143.0407	-5.9898																	7	0.2121	0.3182	0.0234	0.1061	0.6068	60	2	4
67	MODEL	0.9998	119.5017	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	37.0104	7.7522	20.3711	1.7149	-17.4541	-1.4560	-2.6157	-1.8304							-3.6238	-0.5397			-1.1340	-1.8768	-142.0318	-5.9898																	7	0.2090	0.3134	0.0229	0.1045	0.6062	61	2	4
68	MODEL	0.9998	120.0388	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	36.3593	7.7378	20.3865	1.7131	-17.4025	-1.4539	-2.6000	-1.8228							-3.6034	-0.5394			-1.1271	-1.8775	-141.0266	-5.9898																	7	0.2059	0.3088	0.0226	0.1029	0.6061	62	2	4
69	MODEL	0.9998	121.0248	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	35.8235	7.6962	20.2319	1.7096	-17.2539	-1.4482	-2.5667	-1.8098							-3.5981	-0.5414			-1.1184	-1.8746	-140.0393	-5.9896																	7	0.2029	0.3043	0.0221	0.1014	0.6061	63	1	5
70	MODEL	0.9998	121.5259	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	35.3366	7.6794	20.0767	1.7088	-17.1215	-1.4468	-2.5418	-1.8052							-3.5723	-0.5413			-1.1114	-1.8745	-139.0914	-5.9896																	7	0.2000	0.3000	0.0217	0.1000	0.6061	64	1	5
71	MODEL	0.9998	125.8662	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	34.7225	7.2567	19.7361	1.6896	-16.6033	-1.4101	-2.3300	-1.6667							-3.5836	-0.5457			-1.1243	-1.9080	-138.1582	-5.9892																	7	0.1972	0.2958	0.0211	0.0986	0.6061	65	1	5
72	MODEL	0.9998	126.6618	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	34.4289	7.2063	19.5230	1.6792	-16.3479	-1.3983	-2.2799	-1.6424							-3.5679	-0.5472			-1.1081	-1.8920	-137.2282	-5.9890																	7	0.1944	0.2917	0.0207	0.0972	0.6056	66	1	5
73	MODEL	0.9998	127.4707	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	34.0069	7.1948	19.4831	1.6828	-16.3225	-1.4018	-2.3018	-1.6609							-3.5640	-0.5429			-1.1132	-1.9121	-136.3240	-5.9892																	7	0.1918	0.2877	0.0204	0.0959	0.6050	67	1	5
74	MODEL	0.9998	128.0111	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	33.4414	7.1961	19.4782	1.6821	-16.3447	-1.4010	-2.3015	-1.6576							-3.6257	-0.5442			-1.1490	-1.9442	-135.4685	-5.9898																	7	0.1892	0.2838	0.0204	0.0946	0.5892	68	1	5
75	MODEL	0.9998	128.5032	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	33.0225	7.1989	19.3434	1.6816	-16.2624	-1.4005	-2.2995	-1.6588							-3.6021	-0.5442			-1.1424	-1.9443	-134.6151	-5.9898																	7	0.1867	0.2800	0.0201	0.0933	0.5892	69	1	5
76	MODEL	0.9998	129.1887	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	32.4644	7.2804	19.3687	1.6812	-16.2659	-1.4038	-2.3184	-1.6836							-3.6047	-0.5424			-1.1338	-1.9407	-133.7654	-5.9900																	7	0.1842	0.2763	0.0195	0.0921	0.5892	70	1	5
77	MODEL	0.9997	130.8522	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	32.0243	7.4946	19.4016	1.6933	-16.4508	-1.4262	-2.4098	-1.7616							-3.5799	-0.5386			-1.1034	-1.9008	-132.9401	-5.9900																	7	0.1818	0.2727	0.0190	0.0909	0.5888	71	1	5
78	MODEL	0.9997	131.9130	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	31.8853	7.3248	19.4645	1.7068	-16.4740	-1.4349	-2.3806	-1.7199							-3.5437	-0.5365			-1.1061	-1.9161	-132.1157	-5.9901																	7	0.1795	0.2692	0.0188	0.0897	0.5887	72	1	5
79	MODEL	0.9997	132.6366	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	31.4085	7.4035	19.4091	1.7094	-16.4683	-1.4407	-2.4004	-1.7455							-3.5256	-0.5352			-1.0992	-1.9146	-131.3262	-5.9902																	7	0.1772	0.2658	0.0184	0.0886	0.5887	73	1	5
80	MODEL	0.9997	134.5695	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	31.1654	7.5468	19.3030	1.7103	-16.4308	-1.4454	-2.4023	-1.7557							-3.6024	-0.5433			-1.0698	-1.8736	-130.5255	-5.9900																	7	0.1750	0.2625	0.0181	0.0875	0.5883	74	1	5
81	MODEL	0.9997	137.3792	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	30.8024	7.8274	19.2609	1.7151	-16.5140	-1.4601	-2.4809	-1.8246							-3.5995	-0.5462			-1.0457	-1.8413	-129.7588	-5.9901																	7	0.1728	0.2593	0.0178	0.0864	0.5882	75	1	5
82	MODEL	0.9998	137.8984	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	37.8064	7.8481	19.5395	1.7166	-16.8971	-1.4641	-2.5156	-1.8331							-3.6219	-0.5462			-1.0029	-1.7769	-143.2547	-5.9886																	7	0.1707	0.2561	0.0177	0.0854	0.5867	75	3	4
83	MODEL	0.9998	139.2211	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	37.5102	7.3233	19.3487	1.7102	-16.5750	-1.4394	-2.3743	-1.6582							-3.6013	-0.5450			-1.0199	-1.8165	-142.4141	-5.9881																	7	0.1687	0.2530	0.0177	0.0843	0.5862	76	2	5
84	MODEL	0.9998	140.4030	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	37.3285	7.4830	19.4001	1.7234	-16.6936	-1.4580	-2.4234	-1.7011							-3.6502	-0.5494			-0.9968	-1.7847	-141.6036	-5.9881																	7	0.1667	0.2500	0.0174	0.0833	0.5856	77	2	5
85	MODEL	0.9998	141.1025	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	36.9128	7.5614	19.3042	1.7191	-16.5834	-1.4557	-2.4159	-1.7060							-3.6934	-0.5531			-0.9808	-1.7652	-140.8009	-5.9880																	7	0.1647	0.2471	0.0172	0.0824	0.5851	78	2	5
86	MODEL	0.9998	141.8757	6	apparentTempC,cloudCover,apparentMinusTemp,windSpeedKPH,tempMinusWetBulb,precipitationMM	36.5503	7.4544	19.1725	1.7165	-16.4296	-1.4494	-2.3660	-1.6806							-3.6672	-0.5512			-0.9844	-1.7807	-140.0142	-5.9879																	7	0.1628	0.2442	0.0169	0.0814	0.5848	79	2	5
